timestamp_seconds,frame_idx,face_id,x,y,w,h
85.500000,2565,1,301,94,111,111
85.533333,2566,1,301,93,112,112
85.566667,2567,1,303,93,112,112
85.600000,2568,1,303,93,113,113
85.633333,2569,1,304,93,112,112
85.666667,2570,1,304,93,113,113
85.700000,2571,1,304,93,114,114
85.733333,2572,1,305,94,114,114
85.766667,2573,1,305,94,114,114
85.800000,2574,1,306,96,113,113
85.833333,2575,1,307,96,112,112
85.866667,2576,1,306,96,113,113
85.900000,2577,1,306,96,114,114
85.933333,2578,1,305,96,115,115
85.966667,2579,1,304,95,117,117
86.000000,2580,1,304,95,118,118
86.033333,2581,1,304,95,117,117
86.066667,2582,1,305,96,117,117
86.100000,2583,1,304,95,118,118
86.133333,2584,1,304,96,117,117
86.166667,2585,1,305,97,116,116
86.200000,2586,1,304,97,117,117
86.233333,2587,1,303,97,117,117
86.266667,2588,1,303,97,117,117
86.300000,2589,1,302,97,117,117
86.333333,2590,1,302,97,117,117
86.366667,2591,1,302,95,116,116
86.400000,2592,1,303,95,114,114
86.433333,2593,1,303,95,114,114
86.466667,2594,1,304,95,112,112
86.500000,2595,1,304,95,112,112
86.533333,2596,1,304,95,113,113
86.566667,2597,1,304,94,115,115
86.600000,2598,1,302,93,117,117
86.633333,2599,1,302,94,117,117
86.666667,2600,1,302,93,117,117
86.700000,2601,1,303,93,116,116
86.733333,2602,1,303,93,117,117
86.766667,2603,1,303,93,118,118
86.800000,2604,1,302,92,118,118
86.833333,2605,1,302,92,118,118
86.866667,2606,1,302,93,118,118
86.900000,2607,1,303,93,117,117
86.933333,2608,1,303,94,117,117
86.966667,2609,1,304,95,115,115
87.000000,2610,1,305,96,113,113
87.033333,2611,1,304,96,114,114
87.066667,2612,1,305,96,113,113
87.100000,2613,1,304,95,115,115
87.133333,2614,1,303,94,116,116
87.166667,2615,1,304,95,115,115
87.200000,2616,1,304,95,115,115
87.233333,2617,1,305,95,115,115
87.266667,2618,1,306,95,114,114
87.300000,2619,1,306,94,114,114
87.333333,2620,1,306,94,115,115
87.366667,2621,1,305,94,115,115
87.400000,2622,1,306,94,116,116
87.433333,2623,1,307,95,114,114
87.466667,2624,1,308,95,113,113
87.500000,2625,1,308,94,113,113
87.533333,2626,1,309,94,114,114
87.566667,2627,1,309,93,114,114
87.600000,2628,1,308,96,112,112
87.633333,2629,1,308,96,113,113
87.666667,2630,1,309,100,110,110
87.700000,2631,1,308,100,110,110
87.733333,2632,1,310,102,108,108
87.766667,2633,1,308,102,108,108
87.800000,2634,1,310,106,107,107
87.833333,2635,1,308,104,109,109
87.866667,2636,1,306,104,111,111
87.900000,2637,1,305,103,113,113
87.933333,2638,1,305,103,113,113
87.966667,2639,1,307,104,111,111
88.000000,2640,1,311,106,106,106
88.033333,2641,1,311,106,106,106
88.066667,2642,1,311,105,106,106
88.100000,2643,1,312,105,105,105
88.133333,2644,1,311,105,105,105
88.166667,2645,1,311,105,106,106
88.200000,2646,1,310,103,108,108
88.233333,2647,1,310,103,107,107
88.266667,2648,1,310,103,107,107
88.300000,2649,1,310,104,107,107
88.333333,2650,1,310,103,107,107
88.366667,2651,1,310,103,108,108
88.400000,2652,1,306,104,110,110
88.433333,2653,1,306,104,110,110
88.466667,2654,1,305,103,111,111
88.500000,2655,1,305,102,112,112
88.533333,2656,1,306,102,112,112
88.566667,2657,1,307,102,111,111
88.600000,2658,1,307,103,109,109
88.633333,2659,1,308,103,108,108
88.666667,2660,1,307,102,110,110
88.700000,2661,1,306,101,113,113
88.733333,2662,1,305,102,113,113
88.766667,2663,1,305,103,112,112
88.800000,2664,1,306,102,112,112
88.833333,2665,1,309,103,109,109
88.866667,2666,1,309,103,107,107
88.900000,2667,1,306,102,109,109
88.933333,2668,1,306,100,111,111
88.966667,2669,1,305,99,112,112
89.000000,2670,1,306,100,113,113
89.033333,2671,1,306,100,112,112
89.066667,2672,1,306,100,112,112
89.100000,2673,1,305,101,111,111
89.133333,2674,1,306,101,111,111
89.166667,2675,1,305,101,111,111
89.200000,2676,1,306,101,111,111
89.233333,2677,1,306,101,111,111
89.266667,2678,1,306,100,111,111
89.300000,2679,1,306,100,111,111
89.333333,2680,1,307,100,111,111
89.366667,2681,1,308,100,111,111
89.400000,2682,1,309,100,110,110
89.433333,2683,1,310,101,109,109
89.466667,2684,1,310,100,108,108
89.500000,2685,1,310,99,109,109
89.533333,2686,1,307,97,113,113
89.566667,2687,1,310,99,109,109
89.600000,2688,1,312,99,107,107
89.633333,2689,1,312,99,107,107
89.666667,2690,1,312,97,107,107
89.700000,2691,1,312,97,106,106
89.733333,2692,1,313,97,104,104
89.766667,2693,1,314,96,103,103
89.800000,2694,1,315,95,101,101
89.833333,2695,1,316,97,100,100
89.866667,2696,1,316,97,100,100
89.900000,2697,1,317,97,100,100
89.933333,2698,1,317,97,100,100
89.966667,2699,1,315,96,102,102
90.000000,2700,1,313,95,107,107
