timestamp_seconds,frame_idx,face_id,x,y,w,h,emotion,emotion_score,p_neutral,p_happiness,p_surprise,p_sadness,p_anger,p_disgust,p_fear,p_contempt
79.300000,2379,1,304,102,109,109,neutral,0.9623,0.9623,0.0056,0.0016,0.0123,0.0074,0.0012,0.0002,0.0093
79.333333,2380,1,305,105,105,105,neutral,0.9685,0.9685,0.0022,0.0009,0.0078,0.0117,0.0012,0.0001,0.0076
79.366667,2381,1,307,107,104,104,neutral,0.9675,0.9675,0.0023,0.0014,0.0073,0.0126,0.0013,0.0001,0.0074
79.400000,2382,1,308,109,102,102,neutral,0.9628,0.9628,0.0027,0.0017,0.0068,0.0155,0.0017,0.0002,0.0087
79.433333,2383,1,309,108,102,102,neutral,0.9522,0.9522,0.0029,0.0036,0.0090,0.0207,0.0023,0.0003,0.0089
79.466667,2384,1,309,106,103,103,neutral,0.8985,0.8985,0.0068,0.0048,0.0180,0.0466,0.0076,0.0008,0.0169
79.500000,2385,1,310,106,101,101,neutral,0.8983,0.8983,0.0087,0.0046,0.0152,0.0459,0.0077,0.0007,0.0188
79.533333,2386,1,310,107,100,100,neutral,0.8798,0.8798,0.0113,0.0057,0.0162,0.0539,0.0101,0.0010,0.0219
79.566667,2387,1,311,108,99,99,neutral,0.8944,0.8944,0.0145,0.0087,0.0119,0.0428,0.0078,0.0011,0.0188
79.600000,2388,1,312,108,98,98,neutral,0.8312,0.8312,0.0156,0.0067,0.0159,0.0836,0.0174,0.0013,0.0283
79.633333,2389,1,313,108,98,98,neutral,0.8224,0.8224,0.0147,0.0060,0.0162,0.0903,0.0192,0.0013,0.0298
79.666667,2390,1,313,107,98,98,neutral,0.7976,0.7976,0.0115,0.0033,0.0238,0.0980,0.0256,0.0011,0.0392
79.700000,2391,1,314,107,98,98,neutral,0.8718,0.8718,0.0042,0.0013,0.0185,0.0673,0.0116,0.0003,0.0250
79.733333,2392,1,313,107,99,99,neutral,0.9363,0.9363,0.0022,0.0006,0.0135,0.0292,0.0037,0.0001,0.0144
79.766667,2393,1,312,107,99,99,neutral,0.9436,0.9436,0.0010,0.0005,0.0175,0.0244,0.0025,0.0001,0.0105
79.800000,2394,1,312,105,100,100,neutral,0.9205,0.9205,0.0009,0.0003,0.0205,0.0399,0.0037,0.0001,0.0140
79.833333,2395,1,312,102,103,103,neutral,0.9374,0.9374,0.0011,0.0002,0.0234,0.0237,0.0024,0.0001,0.0116
79.866667,2396,1,312,102,104,104,neutral,0.9524,0.9524,0.0025,0.0002,0.0183,0.0136,0.0017,0.0001,0.0112
79.900000,2397,1,312,102,104,104,neutral,0.9652,0.9652,0.0020,0.0002,0.0131,0.0096,0.0010,0.0000,0.0088
79.933333,2398,1,312,102,103,103,neutral,0.9736,0.9736,0.0016,0.0002,0.0087,0.0080,0.0007,0.0000,0.0072
79.966667,2399,1,312,102,104,104,neutral,0.9749,0.9749,0.0025,0.0001,0.0076,0.0065,0.0007,0.0000,0.0077
80.000000,2400,1,312,103,104,104,neutral,0.9637,0.9637,0.0006,0.0006,0.0173,0.0115,0.0009,0.0001,0.0054
80.033333,2401,1,311,103,105,105,neutral,0.9319,0.9319,0.0009,0.0026,0.0380,0.0173,0.0020,0.0004,0.0070
80.066667,2402,1,309,100,108,108,neutral,0.9515,0.9515,0.0009,0.0038,0.0215,0.0152,0.0014,0.0004,0.0052
80.100000,2403,1,308,101,110,110,neutral,0.9122,0.9122,0.0013,0.0092,0.0443,0.0211,0.0029,0.0015,0.0075
80.133333,2404,1,308,101,110,110,neutral,0.8995,0.8995,0.0017,0.0199,0.0415,0.0233,0.0035,0.0027,0.0079
80.166667,2405,1,307,103,109,109,neutral,0.9666,0.9666,0.0010,0.0051,0.0180,0.0046,0.0006,0.0004,0.0037
80.200000,2406,1,307,102,110,110,neutral,0.9641,0.9641,0.0011,0.0062,0.0168,0.0062,0.0008,0.0005,0.0043
80.233333,2407,1,307,101,110,110,neutral,0.9469,0.9469,0.0019,0.0077,0.0209,0.0134,0.0018,0.0008,0.0066
80.266667,2408,1,306,99,111,111,neutral,0.9628,0.9628,0.0011,0.0029,0.0113,0.0153,0.0012,0.0002,0.0051
80.300000,2409,1,306,99,111,111,neutral,0.9687,0.9687,0.0011,0.0020,0.0089,0.0134,0.0010,0.0002,0.0047
80.333333,2410,1,306,98,111,111,neutral,0.9685,0.9685,0.0016,0.0023,0.0104,0.0110,0.0010,0.0002,0.0050
80.366667,2411,1,306,99,110,110,neutral,0.9563,0.9563,0.0018,0.0043,0.0089,0.0203,0.0017,0.0003,0.0063
80.400000,2412,1,305,98,111,111,neutral,0.9654,0.9654,0.0016,0.0052,0.0084,0.0131,0.0011,0.0003,0.0049
80.433333,2413,1,305,99,112,112,neutral,0.9708,0.9708,0.0039,0.0049,0.0078,0.0063,0.0008,0.0003,0.0052
80.466667,2414,1,304,99,111,111,neutral,0.9792,0.9792,0.0028,0.0025,0.0055,0.0050,0.0005,0.0001,0.0043
80.500000,2415,1,303,99,110,110,neutral,0.9786,0.9786,0.0038,0.0020,0.0049,0.0052,0.0006,0.0001,0.0048
80.533333,2416,1,302,98,110,110,neutral,0.9815,0.9815,0.0028,0.0014,0.0049,0.0044,0.0005,0.0001,0.0044
80.566667,2417,1,302,98,110,110,neutral,0.9826,0.9826,0.0028,0.0013,0.0055,0.0032,0.0004,0.0001,0.0040
80.600000,2418,1,302,98,111,111,neutral,0.9839,0.9839,0.0017,0.0004,0.0079,0.0023,0.0003,0.0000,0.0035
80.633333,2419,1,303,96,110,110,neutral,0.9718,0.9718,0.0009,0.0004,0.0176,0.0046,0.0005,0.0000,0.0042
80.666667,2420,1,300,95,111,111,neutral,0.9624,0.9624,0.0008,0.0004,0.0274,0.0043,0.0005,0.0001,0.0042
80.700000,2421,1,301,95,109,109,neutral,0.9656,0.9656,0.0007,0.0003,0.0236,0.0046,0.0005,0.0000,0.0047
80.733333,2422,1,300,96,107,107,neutral,0.9572,0.9572,0.0006,0.0002,0.0325,0.0042,0.0005,0.0000,0.0047
80.766667,2423,1,298,95,109,109,neutral,0.9568,0.9568,0.0006,0.0003,0.0329,0.0042,0.0005,0.0001,0.0047
80.800000,2424,1,296,95,111,111,neutral,0.9675,0.9675,0.0005,0.0004,0.0246,0.0033,0.0003,0.0001,0.0033
80.833333,2425,1,297,94,109,109,neutral,0.9620,0.9620,0.0011,0.0013,0.0238,0.0061,0.0007,0.0002,0.0048
80.866667,2426,1,296,94,111,111,neutral,0.9763,0.9763,0.0014,0.0012,0.0129,0.0036,0.0005,0.0001,0.0040
80.900000,2427,1,296,94,107,107,neutral,0.9570,0.9570,0.0046,0.0074,0.0128,0.0098,0.0014,0.0005,0.0063
80.933333,2428,1,298,95,106,106,neutral,0.9175,0.9175,0.0162,0.0327,0.0073,0.0121,0.0026,0.0015,0.0101
80.966667,2429,1,294,92,110,110,neutral,0.8015,0.8015,0.0127,0.1366,0.0093,0.0235,0.0037,0.0044,0.0082
81.000000,2430,1,291,91,113,113,neutral,0.7329,0.7329,0.0137,0.1667,0.0108,0.0509,0.0070,0.0073,0.0107
81.033333,2431,1,292,92,112,112,neutral,0.6246,0.6246,0.0120,0.3000,0.0087,0.0331,0.0041,0.0102,0.0072
81.066667,2432,1,291,91,114,114,neutral,0.6325,0.6325,0.0065,0.3073,0.0106,0.0231,0.0033,0.0106,0.0060
81.100000,2433,1,292,92,113,113,surprise,0.5040,0.4321,0.0075,0.5040,0.0076,0.0244,0.0028,0.0168,0.0048
81.133333,2434,1,292,92,113,113,surprise,0.5495,0.3943,0.0066,0.5495,0.0058,0.0230,0.0023,0.0147,0.0039
81.166667,2435,1,291,91,114,114,surprise,0.6784,0.2802,0.0052,0.6784,0.0048,0.0143,0.0012,0.0138,0.0020
81.200000,2436,1,293,92,111,111,surprise,0.5616,0.4132,0.0029,0.5616,0.0034,0.0074,0.0009,0.0084,0.0023
81.233333,2437,1,292,93,110,110,surprise,0.5292,0.4486,0.0017,0.5292,0.0037,0.0068,0.0008,0.0074,0.0019
81.266667,2438,1,293,93,112,112,neutral,0.7499,0.7499,0.0016,0.2358,0.0037,0.0034,0.0005,0.0030,0.0021
81.300000,2439,1,295,97,110,110,neutral,0.7792,0.7792,0.0010,0.2106,0.0029,0.0024,0.0003,0.0021,0.0015
81.333333,2440,1,294,96,111,111,neutral,0.7045,0.7045,0.0009,0.2832,0.0035,0.0029,0.0003,0.0032,0.0015
81.366667,2441,1,294,96,111,111,neutral,0.7234,0.7234,0.0012,0.2615,0.0043,0.0041,0.0005,0.0033,0.0018
81.400000,2442,1,294,96,111,111,neutral,0.8304,0.8304,0.0009,0.1564,0.0049,0.0033,0.0004,0.0021,0.0017
81.433333,2443,1,294,96,110,110,neutral,0.9248,0.9248,0.0004,0.0639,0.0051,0.0028,0.0003,0.0010,0.0016
81.466667,2444,1,294,96,110,110,neutral,0.9437,0.9437,0.0004,0.0447,0.0055,0.0030,0.0003,0.0008,0.0017
81.500000,2445,1,294,96,110,110,neutral,0.9618,0.9618,0.0003,0.0276,0.0053,0.0027,0.0002,0.0005,0.0016
81.533333,2446,1,294,96,110,110,neutral,0.9708,0.9708,0.0002,0.0192,0.0050,0.0026,0.0002,0.0004,0.0015
81.566667,2447,1,294,96,110,110,neutral,0.9780,0.9780,0.0002,0.0120,0.0051,0.0027,0.0002,0.0002,0.0016
81.600000,2448,1,294,96,109,109,neutral,0.9897,0.9897,0.0001,0.0035,0.0039,0.0016,0.0001,0.0001,0.0011
81.633333,2449,1,294,96,110,110,neutral,0.9794,0.9794,0.0001,0.0111,0.0057,0.0020,0.0002,0.0002,0.0013
81.666667,2450,1,294,96,110,110,neutral,0.9221,0.9221,0.0003,0.0676,0.0054,0.0021,0.0002,0.0010,0.0013
81.700000,2451,1,294,96,111,111,neutral,0.7794,0.7794,0.0004,0.2104,0.0040,0.0020,0.0002,0.0023,0.0012
81.733333,2452,1,294,95,111,111,neutral,0.9780,0.9780,0.0002,0.0147,0.0047,0.0010,0.0001,0.0002,0.0011
81.766667,2453,1,293,95,112,112,neutral,0.9862,0.9862,0.0002,0.0051,0.0058,0.0013,0.0001,0.0001,0.0012
81.800000,2454,1,293,94,112,112,neutral,0.9924,0.9924,0.0001,0.0005,0.0050,0.0008,0.0000,0.0000,0.0011
81.833333,2455,1,293,94,112,112,neutral,0.9916,0.9916,0.0001,0.0007,0.0052,0.0010,0.0001,0.0000,0.0013
81.866667,2456,1,292,93,113,113,neutral,0.9898,0.9898,0.0001,0.0003,0.0074,0.0010,0.0001,0.0000,0.0013
81.900000,2457,1,293,94,113,113,neutral,0.9923,0.9923,0.0001,0.0002,0.0057,0.0006,0.0000,0.0000,0.0011
81.933333,2458,1,294,95,111,111,neutral,0.9912,0.9912,0.0001,0.0002,0.0067,0.0006,0.0000,0.0000,0.0011
81.966667,2459,1,293,94,111,111,neutral,0.9917,0.9917,0.0001,0.0001,0.0061,0.0007,0.0000,0.0000,0.0013
82.000000,2460,1,292,93,113,113,neutral,0.9895,0.9895,0.0001,0.0001,0.0082,0.0007,0.0000,0.0000,0.0013
82.033333,2461,1,292,93,112,112,neutral,0.9898,0.9898,0.0001,0.0002,0.0077,0.0007,0.0000,0.0000,0.0014
82.066667,2462,1,293,94,110,110,neutral,0.9929,0.9929,0.0002,0.0002,0.0047,0.0007,0.0000,0.0000,0.0013
82.100000,2463,1,294,95,109,109,neutral,0.9940,0.9940,0.0002,0.0001,0.0034,0.0008,0.0000,0.0000,0.0014
82.133333,2464,1,293,96,110,110,neutral,0.9913,0.9913,0.0001,0.0002,0.0058,0.0010,0.0001,0.0000,0.0015
82.166667,2465,1,294,96,110,110,neutral,0.9902,0.9902,0.0001,0.0001,0.0073,0.0008,0.0000,0.0000,0.0015
82.200000,2466,1,293,96,110,110,neutral,0.9915,0.9915,0.0001,0.0002,0.0055,0.0011,0.0001,0.0000,0.0015
82.233333,2467,1,294,96,109,109,neutral,0.9926,0.9926,0.0001,0.0001,0.0051,0.0007,0.0000,0.0000,0.0013
82.266667,2468,1,294,95,109,109,neutral,0.9938,0.9938,0.0001,0.0001,0.0037,0.0009,0.0000,0.0000,0.0013
82.300000,2469,1,294,95,110,110,neutral,0.9944,0.9944,0.0001,0.0002,0.0035,0.0007,0.0000,0.0000,0.0011
82.333333,2470,1,295,97,108,108,neutral,0.9936,0.9936,0.0001,0.0001,0.0044,0.0006,0.0000,0.0000,0.0011
82.366667,2471,1,296,98,109,109,neutral,0.9927,0.9927,0.0001,0.0001,0.0049,0.0009,0.0000,0.0000,0.0013
82.400000,2472,1,296,98,110,110,neutral,0.9929,0.9929,0.0001,0.0002,0.0047,0.0008,0.0000,0.0000,0.0012
82.433333,2473,1,297,100,107,107,neutral,0.9940,0.9940,0.0001,0.0001,0.0035,0.0010,0.0000,0.0000,0.0013
82.466667,2474,1,294,100,109,109,neutral,0.9953,0.9953,0.0000,0.0001,0.0024,0.0012,0.0000,0.0000,0.0009
82.500000,2475,1,296,100,109,109,neutral,0.9937,0.9937,0.0000,0.0001,0.0034,0.0014,0.0001,0.0000,0.0012
82.533333,2476,1,297,99,108,108,neutral,0.9954,0.9954,0.0001,0.0001,0.0024,0.0008,0.0000,0.0000,0.0011
82.566667,2477,1,298,99,108,108,neutral,0.9945,0.9945,0.0001,0.0001,0.0027,0.0010,0.0001,0.0000,0.0014
82.600000,2478,1,298,99,108,108,neutral,0.9941,0.9941,0.0001,0.0002,0.0028,0.0012,0.0001,0.0000,0.0015
82.633333,2479,1,297,98,109,109,neutral,0.9941,0.9941,0.0001,0.0002,0.0028,0.0014,0.0001,0.0000,0.0013
82.666667,2480,1,297,97,109,109,neutral,0.9919,0.9919,0.0002,0.0006,0.0026,0.0027,0.0001,0.0000,0.0018
82.700000,2481,1,296,97,110,110,neutral,0.9918,0.9918,0.0001,0.0003,0.0039,0.0022,0.0001,0.0000,0.0016
82.733333,2482,1,297,97,110,110,neutral,0.9904,0.9904,0.0001,0.0004,0.0053,0.0021,0.0001,0.0000,0.0016
82.766667,2483,1,295,94,114,114,neutral,0.9930,0.9930,0.0001,0.0002,0.0043,0.0012,0.0001,0.0000,0.0012
82.800000,2484,1,295,94,114,114,neutral,0.9926,0.9926,0.0001,0.0002,0.0046,0.0013,0.0001,0.0000,0.0012
82.833333,2485,1,295,95,113,113,neutral,0.9897,0.9897,0.0001,0.0002,0.0064,0.0019,0.0001,0.0000,0.0015
82.866667,2486,1,294,94,115,115,neutral,0.9902,0.9902,0.0001,0.0004,0.0056,0.0021,0.0001,0.0000,0.0015
82.900000,2487,1,294,94,115,115,neutral,0.9903,0.9903,0.0001,0.0003,0.0056,0.0022,0.0001,0.0000,0.0015
82.933333,2488,1,294,94,116,116,neutral,0.9904,0.9904,0.0001,0.0003,0.0053,0.0024,0.0001,0.0000,0.0015
82.966667,2489,1,294,93,117,117,neutral,0.9906,0.9906,0.0002,0.0003,0.0052,0.0018,0.0001,0.0000,0.0018
83.000000,2490,1,293,94,118,118,neutral,0.9914,0.9914,0.0002,0.0003,0.0040,0.0024,0.0001,0.0000,0.0016
83.033333,2491,1,294,95,117,117,neutral,0.9894,0.9894,0.0001,0.0003,0.0056,0.0027,0.0001,0.0000,0.0017
83.066667,2492,1,293,93,120,120,neutral,0.9878,0.9878,0.0002,0.0006,0.0070,0.0021,0.0001,0.0000,0.0020
83.100000,2493,1,293,93,119,119,neutral,0.9901,0.9901,0.0003,0.0003,0.0058,0.0015,0.0001,0.0000,0.0019
83.133333,2494,1,294,96,115,115,neutral,0.9875,0.9875,0.0002,0.0002,0.0073,0.0025,0.0001,0.0000,0.0023
83.166667,2495,1,295,96,114,114,neutral,0.9925,0.9925,0.0003,0.0002,0.0032,0.0018,0.0001,0.0000,0.0019
83.200000,2496,1,291,95,117,117,neutral,0.9881,0.9881,0.0002,0.0002,0.0076,0.0017,0.0001,0.0000,0.0021
83.233333,2497,1,292,98,116,116,neutral,0.9867,0.9867,0.0002,0.0001,0.0088,0.0019,0.0001,0.0000,0.0021
83.266667,2498,1,291,99,116,116,neutral,0.9856,0.9856,0.0002,0.0002,0.0097,0.0020,0.0001,0.0000,0.0022
83.300000,2499,1,292,99,115,115,neutral,0.9818,0.9818,0.0002,0.0002,0.0129,0.0026,0.0001,0.0000,0.0021
83.333333,2500,1,293,99,114,114,neutral,0.9858,0.9858,0.0003,0.0002,0.0098,0.0018,0.0001,0.0000,0.0020
83.366667,2501,1,293,100,114,114,neutral,0.9848,0.9848,0.0004,0.0002,0.0097,0.0023,0.0001,0.0000,0.0025
83.400000,2502,1,293,100,114,114,neutral,0.9853,0.9853,0.0003,0.0002,0.0088,0.0029,0.0002,0.0000,0.0023
83.433333,2503,1,293,99,113,113,neutral,0.9905,0.9905,0.0004,0.0001,0.0054,0.0013,0.0001,0.0000,0.0021
83.466667,2504,1,292,98,115,115,neutral,0.9861,0.9861,0.0002,0.0002,0.0096,0.0019,0.0001,0.0000,0.0019
83.500000,2505,1,292,97,115,115,neutral,0.9851,0.9851,0.0003,0.0003,0.0102,0.0018,0.0001,0.0000,0.0022
83.533333,2506,1,292,97,116,116,neutral,0.9844,0.9844,0.0002,0.0003,0.0108,0.0020,0.0001,0.0000,0.0022
83.566667,2507,1,292,98,115,115,neutral,0.9830,0.9830,0.0002,0.0004,0.0116,0.0026,0.0001,0.0000,0.0021
83.600000,2508,1,293,98,115,115,neutral,0.9855,0.9855,0.0002,0.0002,0.0102,0.0017,0.0001,0.0000,0.0021
83.633333,2509,1,293,98,115,115,neutral,0.9859,0.9859,0.0002,0.0002,0.0098,0.0017,0.0001,0.0000,0.0021
83.666667,2510,1,292,98,116,116,neutral,0.9810,0.9810,0.0002,0.0005,0.0137,0.0024,0.0001,0.0000,0.0021
83.700000,2511,1,291,98,117,117,neutral,0.9810,0.9810,0.0001,0.0009,0.0132,0.0027,0.0002,0.0001,0.0019
83.733333,2512,1,290,98,118,118,neutral,0.9829,0.9829,0.0001,0.0004,0.0122,0.0024,0.0001,0.0000,0.0018
83.766667,2513,1,290,97,118,118,neutral,0.9815,0.9815,0.0001,0.0003,0.0145,0.0017,0.0001,0.0000,0.0017
83.800000,2514,1,291,98,117,117,neutral,0.9826,0.9826,0.0001,0.0004,0.0134,0.0016,0.0001,0.0000,0.0018
83.833333,2515,1,291,99,116,116,neutral,0.9815,0.9815,0.0001,0.0004,0.0141,0.0019,0.0001,0.0000,0.0019
83.866667,2516,1,292,100,115,115,neutral,0.9853,0.9853,0.0001,0.0004,0.0103,0.0018,0.0001,0.0000,0.0020
83.900000,2517,1,292,100,115,115,neutral,0.9852,0.9852,0.0002,0.0003,0.0104,0.0018,0.0001,0.0000,0.0021
83.933333,2518,1,291,99,116,116,neutral,0.9766,0.9766,0.0001,0.0003,0.0186,0.0021,0.0001,0.0000,0.0021
83.966667,2519,1,291,99,117,117,neutral,0.9829,0.9829,0.0001,0.0002,0.0127,0.0017,0.0001,0.0000,0.0022
84.000000,2520,1,292,99,117,117,neutral,0.9839,0.9839,0.0002,0.0003,0.0110,0.0021,0.0001,0.0000,0.0024
84.033333,2521,1,291,98,118,118,neutral,0.9758,0.9758,0.0001,0.0003,0.0186,0.0025,0.0002,0.0000,0.0024
84.066667,2522,1,291,97,120,120,neutral,0.9787,0.9787,0.0001,0.0002,0.0160,0.0027,0.0001,0.0000,0.0022
84.100000,2523,1,292,96,121,121,neutral,0.9777,0.9777,0.0001,0.0003,0.0165,0.0029,0.0002,0.0000,0.0024
84.133333,2524,1,291,95,122,122,neutral,0.9831,0.9831,0.0001,0.0002,0.0118,0.0025,0.0001,0.0000,0.0021
84.166667,2525,1,291,95,123,123,neutral,0.9843,0.9843,0.0000,0.0002,0.0110,0.0027,0.0001,0.0000,0.0017
84.200000,2526,1,292,95,124,124,neutral,0.9831,0.9831,0.0001,0.0003,0.0121,0.0026,0.0001,0.0000,0.0017
84.233333,2527,1,291,95,124,124,neutral,0.9819,0.9819,0.0001,0.0004,0.0123,0.0034,0.0002,0.0000,0.0018
84.266667,2528,1,292,95,123,123,neutral,0.9796,0.9796,0.0001,0.0003,0.0141,0.0037,0.0002,0.0000,0.0020
84.300000,2529,1,292,95,123,123,neutral,0.9782,0.9782,0.0001,0.0005,0.0146,0.0042,0.0002,0.0000,0.0022
84.333333,2530,1,293,97,121,121,neutral,0.9769,0.9769,0.0001,0.0008,0.0168,0.0031,0.0002,0.0001,0.0021
84.366667,2531,1,294,97,120,120,neutral,0.9764,0.9764,0.0001,0.0009,0.0165,0.0036,0.0002,0.0001,0.0023
84.400000,2532,1,295,97,120,120,neutral,0.9748,0.9748,0.0001,0.0004,0.0195,0.0027,0.0002,0.0000,0.0022
84.433333,2533,1,296,97,119,119,neutral,0.9801,0.9801,0.0001,0.0005,0.0133,0.0032,0.0002,0.0000,0.0025
84.466667,2534,1,295,98,119,119,neutral,0.9781,0.9781,0.0001,0.0005,0.0140,0.0042,0.0003,0.0000,0.0027
84.500000,2535,1,297,98,117,117,neutral,0.9799,0.9799,0.0001,0.0004,0.0131,0.0036,0.0002,0.0000,0.0026
84.533333,2536,1,299,99,114,114,neutral,0.9814,0.9814,0.0001,0.0004,0.0108,0.0046,0.0002,0.0000,0.0024
84.566667,2537,1,300,99,113,113,neutral,0.9866,0.9866,0.0001,0.0006,0.0075,0.0032,0.0002,0.0000,0.0018
84.600000,2538,1,299,98,115,115,neutral,0.9823,0.9823,0.0002,0.0008,0.0097,0.0041,0.0002,0.0001,0.0025
84.633333,2539,1,299,97,117,117,neutral,0.9783,0.9783,0.0002,0.0016,0.0092,0.0070,0.0004,0.0001,0.0031
84.666667,2540,1,298,97,117,117,neutral,0.9770,0.9770,0.0003,0.0012,0.0131,0.0049,0.0004,0.0001,0.0031
84.700000,2541,1,297,96,117,117,neutral,0.9790,0.9790,0.0003,0.0014,0.0106,0.0054,0.0003,0.0001,0.0029
84.733333,2542,1,299,96,115,115,neutral,0.9800,0.9800,0.0006,0.0022,0.0076,0.0053,0.0004,0.0001,0.0036
84.766667,2543,1,299,95,114,114,neutral,0.9816,0.9816,0.0006,0.0018,0.0062,0.0055,0.0004,0.0001,0.0037
84.800000,2544,1,299,95,113,113,neutral,0.9866,0.9866,0.0003,0.0006,0.0053,0.0043,0.0002,0.0000,0.0026
84.833333,2545,1,299,95,113,113,neutral,0.9865,0.9865,0.0004,0.0010,0.0052,0.0037,0.0003,0.0000,0.0029
84.866667,2546,1,297,93,116,116,neutral,0.9895,0.9895,0.0004,0.0007,0.0048,0.0022,0.0001,0.0000,0.0022
84.900000,2547,1,298,94,116,116,neutral,0.9874,0.9874,0.0005,0.0007,0.0063,0.0022,0.0002,0.0000,0.0026
84.933333,2548,1,298,95,114,114,neutral,0.9856,0.9856,0.0006,0.0011,0.0076,0.0021,0.0002,0.0001,0.0027
84.966667,2549,1,298,96,112,112,neutral,0.9869,0.9869,0.0006,0.0008,0.0052,0.0032,0.0002,0.0000,0.0030
85.000000,2550,1,294,93,119,119,neutral,0.9835,0.9835,0.0008,0.0008,0.0068,0.0042,0.0003,0.0001,0.0034
85.033333,2551,1,294,95,118,118,neutral,0.9851,0.9851,0.0004,0.0009,0.0073,0.0035,0.0002,0.0000,0.0025
85.066667,2552,1,293,96,119,119,neutral,0.9731,0.9731,0.0006,0.0023,0.0148,0.0053,0.0005,0.0002,0.0033
85.100000,2553,1,293,96,120,120,neutral,0.9639,0.9639,0.0010,0.0048,0.0179,0.0069,0.0007,0.0004,0.0042
85.133333,2554,1,293,96,119,119,neutral,0.9640,0.9640,0.0010,0.0051,0.0177,0.0064,0.0008,0.0005,0.0047
85.166667,2555,1,293,96,119,119,neutral,0.9684,0.9684,0.0012,0.0044,0.0142,0.0063,0.0007,0.0003,0.0045
85.200000,2556,1,294,96,119,119,neutral,0.9731,0.9731,0.0013,0.0016,0.0130,0.0056,0.0006,0.0001,0.0047
85.233333,2557,1,294,96,119,119,neutral,0.9733,0.9733,0.0013,0.0015,0.0130,0.0055,0.0006,0.0001,0.0046
85.266667,2558,1,293,94,122,122,neutral,0.9736,0.9736,0.0009,0.0025,0.0110,0.0069,0.0006,0.0002,0.0044
85.300000,2559,1,292,94,123,123,neutral,0.9807,0.9807,0.0006,0.0011,0.0108,0.0034,0.0003,0.0001,0.0031
85.333333,2560,1,295,95,119,119,neutral,0.9753,0.9753,0.0009,0.0011,0.0165,0.0025,0.0003,0.0001,0.0033
85.366667,2561,1,295,93,118,118,neutral,0.9850,0.9850,0.0008,0.0009,0.0070,0.0028,0.0003,0.0001,0.0031
85.400000,2562,1,298,94,114,114,neutral,0.9846,0.9846,0.0009,0.0013,0.0076,0.0022,0.0002,0.0001,0.0032
85.433333,2563,1,300,94,113,113,neutral,0.9871,0.9871,0.0008,0.0014,0.0059,0.0018,0.0002,0.0001,0.0027
85.466667,2564,1,300,94,112,112,neutral,0.9885,0.9885,0.0005,0.0025,0.0044,0.0018,0.0002,0.0001,0.0020
85.500000,2565,1,301,94,111,111,neutral,0.9805,0.9805,0.0005,0.0076,0.0064,0.0024,0.0002,0.0003,0.0023
85.533333,2566,1,301,93,112,112,neutral,0.9809,0.9809,0.0003,0.0064,0.0062,0.0034,0.0003,0.0002,0.0023
85.566667,2567,1,303,93,112,112,neutral,0.9824,0.9824,0.0003,0.0056,0.0047,0.0042,0.0003,0.0002,0.0023
85.600000,2568,1,303,93,113,113,neutral,0.9889,0.9889,0.0003,0.0025,0.0033,0.0028,0.0002,0.0001,0.0019
85.633333,2569,1,304,93,112,112,neutral,0.9819,0.9819,0.0002,0.0062,0.0050,0.0041,0.0003,0.0002,0.0021
85.666667,2570,1,304,93,113,113,neutral,0.9840,0.9840,0.0003,0.0039,0.0045,0.0043,0.0003,0.0001,0.0024
85.700000,2571,1,304,93,114,114,neutral,0.9806,0.9806,0.0003,0.0067,0.0055,0.0038,0.0003,0.0003,0.0024
85.733333,2572,1,305,94,114,114,neutral,0.9854,0.9854,0.0003,0.0023,0.0054,0.0037,0.0003,0.0001,0.0026
85.766667,2573,1,305,94,114,114,neutral,0.9782,0.9782,0.0003,0.0071,0.0065,0.0043,0.0004,0.0003,0.0029
85.800000,2574,1,306,96,113,113,neutral,0.9877,0.9877,0.0002,0.0008,0.0069,0.0025,0.0002,0.0000,0.0018
85.833333,2575,1,307,96,112,112,neutral,0.9891,0.9891,0.0002,0.0005,0.0050,0.0029,0.0002,0.0000,0.0021
85.866667,2576,1,306,96,113,113,neutral,0.9852,0.9852,0.0002,0.0005,0.0079,0.0034,0.0002,0.0000,0.0025
85.900000,2577,1,306,96,114,114,neutral,0.9865,0.9865,0.0002,0.0010,0.0068,0.0031,0.0002,0.0001,0.0022
85.933333,2578,1,305,96,115,115,neutral,0.9828,0.9828,0.0001,0.0012,0.0084,0.0048,0.0003,0.0001,0.0023
85.966667,2579,1,304,95,117,117,neutral,0.9824,0.9824,0.0001,0.0007,0.0100,0.0041,0.0002,0.0000,0.0023
86.000000,2580,1,304,95,118,118,neutral,0.9785,0.9785,0.0001,0.0007,0.0135,0.0043,0.0003,0.0001,0.0025
86.033333,2581,1,304,95,117,117,neutral,0.9790,0.9790,0.0002,0.0009,0.0122,0.0049,0.0003,0.0001,0.0025
86.066667,2582,1,305,96,117,117,neutral,0.9802,0.9802,0.0002,0.0009,0.0124,0.0037,0.0002,0.0001,0.0023
86.100000,2583,1,304,95,118,118,neutral,0.9804,0.9804,0.0002,0.0024,0.0096,0.0042,0.0003,0.0001,0.0027
86.133333,2584,1,304,96,117,117,neutral,0.9786,0.9786,0.0002,0.0014,0.0115,0.0050,0.0003,0.0001,0.0029
86.166667,2585,1,305,97,116,116,neutral,0.9825,0.9825,0.0002,0.0008,0.0102,0.0037,0.0002,0.0001,0.0023
