timestamp_seconds,frame_idx,face_id,x,y,w,h,yaw,pitch,roll,eye_away,looking_at_camera
75.100000,2253,1,306,98,112,112,-5.1,9.3,-5.6,0.461,0
75.133333,2254,1,306,97,112,112,-5.5,9.1,-6.0,0.519,0
75.166667,2255,1,306,95,112,112,-5.6,8.1,-6.1,0.490,0
75.200000,2256,1,307,95,112,112,-5.8,8.2,-6.3,0.540,0
75.233333,2257,1,307,96,112,112,-6.0,8.5,-6.7,0.546,0
75.266667,2258,1,307,98,112,112,-5.5,9.1,-6.9,0.534,0
75.300000,2259,1,308,99,111,111,-5.2,9.0,-7.0,0.547,0
75.333333,2260,1,309,99,110,110,-4.9,8.8,-6.9,0.488,0
75.366667,2261,1,309,99,109,109,-4.2,8.6,-6.8,0.531,0
75.400000,2262,1,314,102,104,104,-3.3,8.5,-6.6,0.489,0
75.433333,2263,1,315,104,103,103,-1.9,8.4,-6.5,0.398,0
75.466667,2264,1,316,103,104,104,-0.6,8.0,-6.2,0.395,0
75.500000,2265,1,314,102,106,106,0.7,7.8,-5.6,0.325,0
75.533333,2266,1,313,102,107,107,1.5,7.5,-5.1,0.294,1
75.566667,2267,1,313,103,106,106,2.4,8.6,-4.4,0.198,1
75.600000,2268,1,312,104,107,107,2.9,8.6,-3.2,0.179,1
75.633333,2269,1,312,104,106,106,2.9,8.7,-3.1,0.172,1
75.666667,2270,1,312,104,106,106,2.5,8.8,-3.2,0.174,1
75.700000,2271,1,312,103,108,108,1.9,8.4,-3.3,0.180,1
75.733333,2272,1,311,101,110,110,1.4,8.1,-3.4,0.222,1
75.766667,2273,1,311,99,111,111,0.9,7.1,-3.5,0.210,1
75.800000,2274,1,311,98,111,111,0.3,6.4,-3.8,0.222,1
75.833333,2275,1,310,96,112,112,-0.6,6.6,-4.2,0.257,1
75.866667,2276,1,310,97,112,112,-1.1,5.8,-4.0,0.284,1
75.900000,2277,1,310,96,112,112,-1.3,6.1,-4.3,0.272,1
75.933333,2278,1,311,97,111,111,-1.5,5.7,-4.4,0.278,1
75.966667,2279,1,311,98,111,111,-1.5,5.6,-4.7,0.276,1
76.000000,2280,1,312,98,111,111,-1.6,5.5,-5.1,0.287,1
76.033333,2281,1,312,99,110,110,-1.2,5.4,-5.2,0.303,0
76.066667,2282,1,312,98,109,109,-1.1,5.1,-5.3,0.292,1
76.100000,2283,1,313,98,109,109,-0.8,4.6,-5.6,0.292,1
76.133333,2284,1,314,99,107,107,-0.6,4.1,-5.7,0.336,0
76.166667,2285,1,315,99,105,105,-0.4,3.8,-6.0,0.319,0
76.200000,2286,1,314,99,106,106,-0.5,3.3,-6.4,0.289,1
76.233333,2287,1,314,98,106,106,-0.1,3.2,-6.8,0.316,0
76.266667,2288,1,313,98,107,107,-0.2,3.4,-7.1,0.326,0
76.300000,2289,1,313,98,107,107,0.4,3.6,-7.6,0.280,1
76.333333,2290,1,314,98,105,105,0.6,3.6,-8.1,0.286,1
76.366667,2291,1,314,98,105,105,1.1,3.5,-8.7,0.356,0
76.400000,2292,1,314,98,106,106,1.6,3.7,-9.2,0.546,0
76.433333,2293,1,314,98,106,106,1.9,3.8,-9.6,0.604,0
76.466667,2294,1,317,98,104,104,2.9,3.9,-9.9,0.631,0
76.500000,2295,1,318,100,103,103,3.5,4.1,-10.5,0.469,0
76.533333,2296,1,317,100,103,103,4.0,4.5,-10.7,0.502,0
76.566667,2297,1,317,100,103,103,4.5,4.8,-11.1,0.498,0
76.600000,2298,1,318,101,103,103,4.6,4.9,-11.1,0.520,0
76.633333,2299,1,317,101,103,103,5.4,5.5,-11.2,0.550,0
76.666667,2300,1,317,102,102,102,5.4,5.7,-11.1,0.502,0
76.700000,2301,1,318,102,102,102,5.6,5.8,-11.0,0.532,0
76.733333,2302,1,319,103,100,100,5.9,5.8,-11.0,0.471,0
76.766667,2303,1,319,101,101,101,6.2,5.3,-11.2,0.496,0
76.800000,2304,1,316,100,105,105,6.9,4.7,-11.0,0.437,0
76.833333,2305,1,316,100,105,105,6.9,4.8,-11.0,0.439,0
76.866667,2306,1,313,99,107,107,7.2,5.2,-10.8,0.436,0
76.900000,2307,1,312,99,106,106,7.6,4.5,-10.6,0.463,0
76.933333,2308,1,313,99,107,107,8.2,3.8,-10.5,0.454,0
76.966667,2309,1,313,100,106,106,8.4,3.4,-10.3,0.426,0
77.000000,2310,1,314,100,105,105,9.1,3.3,-10.0,0.385,0
77.033333,2311,1,314,100,105,105,9.3,3.6,-9.7,0.386,0
77.066667,2312,1,313,100,106,106,9.0,3.4,-9.4,0.456,0
77.100000,2313,1,313,99,106,106,9.1,3.8,-8.9,0.465,0
77.133333,2314,1,311,100,106,106,9.0,3.4,-8.8,0.450,0
77.166667,2315,1,310,99,107,107,8.9,3.4,-8.4,0.386,0
77.200000,2316,1,312,101,106,106,8.7,3.2,-8.3,0.410,0
77.233333,2317,1,313,101,105,105,8.0,3.9,-8.5,0.392,0
77.266667,2318,1,314,101,104,104,8.0,3.3,-8.4,0.442,0
77.300000,2319,1,315,101,105,105,8.2,3.9,-8.5,0.440,0
77.333333,2320,1,315,102,105,105,8.5,4.0,-8.3,0.379,0
77.366667,2321,1,315,101,105,105,8.3,4.0,-8.4,0.400,0
77.400000,2322,1,315,101,105,105,8.3,3.9,-8.4,0.408,0
77.433333,2323,1,315,101,105,105,8.3,4.0,-8.4,0.396,0
77.466667,2324,1,315,101,105,105,8.4,4.1,-8.3,0.397,0
77.500000,2325,1,314,101,106,106,8.6,4.2,-8.2,0.397,0
77.533333,2326,1,313,100,108,108,8.5,4.7,-8.2,0.376,0
77.566667,2327,1,312,99,109,109,7.8,4.2,-7.8,0.356,0
77.600000,2328,1,311,99,110,110,7.6,4.5,-7.6,0.418,0
77.633333,2329,1,311,99,110,110,7.2,4.6,-7.5,0.431,0
77.666667,2330,1,311,99,110,110,6.8,5.2,-7.2,0.405,0
77.700000,2331,1,312,100,108,108,5.7,5.1,-7.2,0.451,0
77.733333,2332,1,313,101,107,107,5.0,5.4,-7.4,0.680,0
77.766667,2333,1,312,99,106,106,4.0,5.5,-7.5,0.782,0
77.800000,2334,1,311,99,105,105,2.7,4.1,-7.3,0.818,0
77.833333,2335,1,310,100,104,104,1.7,3.9,-7.2,0.854,0
77.866667,2336,1,310,99,104,104,1.0,3.5,-7.2,0.876,0
77.900000,2337,1,308,95,108,108,0.4,3.6,-7.5,0.885,0
77.933333,2338,1,308,95,108,108,-0.3,3.2,-7.7,0.898,0
77.966667,2339,1,306,93,112,112,-0.6,2.7,-7.9,0.881,0
78.000000,2340,1,306,92,111,111,-0.8,1.7,-8.1,0.874,0
78.033333,2341,1,307,92,111,111,-0.8,0.6,-8.8,0.854,0
78.066667,2342,1,306,92,110,110,-1.2,0.4,-9.3,0.828,0
78.100000,2343,1,306,92,110,110,-1.4,-0.4,-9.7,0.767,0
78.133333,2344,1,302,90,112,112,-1.5,-1.5,-9.9,0.700,0
78.166667,2345,1,304,90,109,109,-1.5,-2.0,-10.6,0.437,0
78.200000,2346,1,306,92,106,106,-1.6,-2.1,-11.0,0.175,1
78.233333,2347,1,308,92,104,104,-1.5,-1.9,-11.2,0.147,1
78.266667,2348,1,308,92,104,104,-1.3,-2.6,-11.1,0.131,1
78.300000,2349,1,305,92,107,107,-1.1,-2.9,-10.5,0.343,0
78.333333,2350,1,305,93,107,107,-1.0,-2.6,-10.1,0.381,0
78.366667,2351,1,304,93,108,108,-1.0,-2.5,-9.6,0.355,0
78.400000,2352,1,303,94,107,107,-1.1,-2.3,-9.2,0.307,0
78.433333,2353,1,302,94,108,108,-1.4,-2.0,-9.3,0.297,1
78.466667,2354,1,302,94,106,106,-1.4,-1.6,-9.5,0.354,0
78.500000,2355,1,300,92,108,108,-1.7,-1.3,-9.6,0.347,0
78.533333,2356,1,301,93,106,106,-1.9,-0.8,-9.7,0.340,0
78.566667,2357,1,302,93,104,104,-1.7,-0.6,-9.7,0.335,0
78.600000,2358,1,302,93,103,103,-1.3,-0.5,-9.6,0.361,0
78.633333,2359,1,300,92,105,105,-1.2,-0.4,-9.5,0.336,0
78.666667,2360,1,300,93,104,104,-0.7,-0.3,-9.4,0.286,1
78.700000,2361,1,301,93,103,103,-0.5,-0.2,-9.1,0.306,0
78.733333,2362,1,302,93,101,101,0.1,-1.0,-9.1,0.289,1
78.766667,2363,1,300,93,103,103,0.5,-0.6,-9.1,0.201,1
78.800000,2364,1,301,93,104,104,1.1,-0.2,-9.1,0.229,1
78.833333,2365,1,300,92,107,107,1.7,0.2,-9.0,0.260,1
78.866667,2366,1,299,91,112,112,2.4,0.8,-8.7,0.234,1
78.900000,2367,1,300,92,110,110,3.3,1.6,-8.4,0.260,1
78.933333,2368,1,301,93,108,108,4.0,2.3,-8.0,0.281,1
78.966667,2369,1,301,94,109,109,5.1,3.6,-7.2,0.274,1
79.000000,2370,1,303,95,108,108,6.4,4.1,-6.6,0.160,1
79.033333,2371,1,303,98,107,107,6.9,3.9,-6.2,0.149,1
79.066667,2372,1,304,101,106,106,7.0,4.0,-5.9,0.172,1
79.100000,2373,1,303,100,110,110,7.6,4.3,-5.4,0.171,1
79.133333,2374,1,303,100,110,110,7.8,3.7,-5.2,0.175,1
79.166667,2375,1,304,101,110,110,8.2,4.8,-5.0,0.174,1
79.200000,2376,1,303,101,110,110,7.9,5.7,-4.9,0.210,1
79.233333,2377,1,304,100,110,110,7.4,5.9,-5.0,0.166,1
79.266667,2378,1,304,101,108,108,7.6,6.6,-4.7,0.224,1
79.300000,2379,1,304,102,109,109,7.5,6.9,-4.7,0.221,1
79.333333,2380,1,305,105,105,105,6.7,7.6,-4.6,0.229,1
79.366667,2381,1,307,107,104,104,7.5,7.2,-4.3,0.230,1
79.400000,2382,1,308,109,102,102,7.4,6.5,-4.1,0.189,1
79.433333,2383,1,309,108,102,102,7.5,6.9,-4.2,0.311,0
79.466667,2384,1,309,106,103,103,7.8,6.8,-4.1,0.291,1
79.500000,2385,1,310,106,101,101,8.0,6.9,-4.0,0.265,1
79.533333,2386,1,310,107,100,100,8.0,6.7,-3.9,0.311,0
79.566667,2387,1,311,108,99,99,8.1,7.0,-3.7,0.239,1
79.600000,2388,1,312,108,98,98,8.6,7.0,-3.3,0.266,1
79.633333,2389,1,313,108,98,98,8.8,7.0,-3.3,0.300,1
79.666667,2390,1,313,107,98,98,8.7,7.1,-3.3,0.231,1
79.700000,2391,1,314,107,98,98,8.9,5.9,-3.4,0.222,1
79.733333,2392,1,313,107,99,99,8.7,5.5,-3.2,0.219,1
79.766667,2393,1,312,107,99,99,8.8,5.3,-3.1,0.210,1
79.800000,2394,1,312,105,100,100,8.9,4.9,-3.1,0.216,1
79.833333,2395,1,312,102,103,103,9.1,4.6,-3.2,0.211,1
79.866667,2396,1,312,102,104,104,9.2,4.9,-2.9,0.179,1
79.900000,2397,1,312,102,104,104,8.8,4.4,-2.8,0.234,1
79.933333,2398,1,312,102,103,103,8.9,4.8,-2.6,0.214,1
79.966667,2399,1,312,102,104,104,9.3,4.4,-2.4,0.349,0
80.000000,2400,1,312,103,104,104,8.8,4.3,-2.3,0.393,0
80.033333,2401,1,311,103,105,105,8.8,4.3,-2.1,0.313,0
80.066667,2402,1,309,100,108,108,8.7,4.2,-2.2,0.396,0
80.100000,2403,1,308,101,110,110,8.5,3.6,-1.9,0.428,0
80.133333,2404,1,308,101,110,110,8.5,3.3,-1.8,0.333,0
80.166667,2405,1,307,103,109,109,8.1,3.4,-1.6,0.289,1
80.200000,2406,1,307,102,110,110,8.1,4.0,-1.6,0.414,0
80.233333,2407,1,307,101,110,110,7.8,4.0,-1.3,0.416,0
80.266667,2408,1,306,99,111,111,7.8,4.5,-1.3,0.426,0
80.300000,2409,1,306,99,111,111,7.8,4.0,-1.2,0.428,0
80.333333,2410,1,306,98,111,111,7.7,4.1,-1.3,0.406,0
80.366667,2411,1,306,99,110,110,7.7,4.1,-1.3,0.429,0
80.400000,2412,1,305,98,111,111,7.5,4.2,-1.1,0.415,0
80.433333,2413,1,305,99,112,112,7.4,3.9,-1.4,0.423,0
80.466667,2414,1,304,99,111,111,6.7,4.6,-1.0,0.457,0
80.500000,2415,1,303,99,110,110,6.1,3.9,-1.0,0.565,0
80.533333,2416,1,302,98,110,110,5.3,4.1,-1.0,0.584,0
80.566667,2417,1,302,98,110,110,4.7,3.9,-1.3,0.585,0
80.600000,2418,1,302,98,111,111,4.0,4.9,-1.1,0.556,0
80.633333,2419,1,303,96,110,110,3.5,3.4,-1.6,0.444,0
80.666667,2420,1,300,95,111,111,2.8,3.6,-1.8,0.597,0
80.700000,2421,1,301,95,109,109,1.6,3.4,-2.2,0.817,0
80.733333,2422,1,300,96,107,107,0.3,2.8,-2.3,0.862,0
80.766667,2423,1,298,95,109,109,-0.7,3.1,-2.8,0.882,0
80.800000,2424,1,296,95,111,111,-1.8,2.4,-3.3,0.875,0
80.833333,2425,1,297,94,109,109,-2.5,2.0,-3.8,0.865,0
80.866667,2426,1,296,94,111,111,-3.4,2.1,-4.8,0.846,0
80.900000,2427,1,296,94,107,107,-4.2,0.5,-5.4,0.762,0
80.933333,2428,1,298,95,106,106,-4.8,0.6,-6.1,0.624,0
80.966667,2429,1,294,92,110,110,-5.3,0.4,-7.0,0.347,0
81.000000,2430,1,291,91,113,113,-6.1,-0.1,-7.6,0.332,0
81.033333,2431,1,292,92,112,112,-6.2,0.6,-8.6,0.373,0
81.066667,2432,1,291,91,114,114,-6.6,0.8,-9.1,0.393,0
81.100000,2433,1,292,92,113,113,-6.6,1.2,-9.4,0.371,0
81.133333,2434,1,292,92,113,113,-6.6,1.2,-9.4,0.364,0
81.166667,2435,1,291,91,114,114,-6.5,1.3,-9.4,0.364,0
81.200000,2436,1,293,92,111,111,-6.1,1.5,-9.1,0.364,0
81.233333,2437,1,292,93,110,110,-6.3,1.5,-8.9,0.349,0
81.266667,2438,1,293,93,112,112,-6.3,1.9,-8.9,0.326,0
81.300000,2439,1,295,97,110,110,-6.4,2.3,-9.0,0.307,0
81.333333,2440,1,294,96,111,111,-6.6,2.3,-9.0,0.294,1
81.366667,2441,1,294,96,111,111,-6.5,2.3,-8.9,0.286,1
81.400000,2442,1,294,96,111,111,-6.4,2.6,-8.9,0.318,0
81.433333,2443,1,294,96,110,110,-6.1,2.6,-8.7,0.305,0
81.466667,2444,1,294,96,110,110,-5.7,2.6,-8.5,0.282,1
81.500000,2445,1,294,96,110,110,-5.8,2.3,-8.3,0.269,1
81.533333,2446,1,294,96,110,110,-5.9,2.6,-8.3,0.282,1
81.566667,2447,1,294,96,110,110,-5.9,2.6,-8.3,0.294,1
81.600000,2448,1,294,96,109,109,-6.0,2.3,-8.2,0.287,1
81.633333,2449,1,294,96,110,110,-5.8,2.9,-8.3,0.273,1
81.666667,2450,1,294,96,110,110,-6.0,2.9,-8.3,0.256,1
81.700000,2451,1,294,96,111,111,-6.0,2.9,-8.1,0.217,1
81.733333,2452,1,294,95,111,111,-6.3,2.3,-8.0,0.270,1
81.766667,2453,1,293,95,112,112,-6.6,2.6,-8.0,0.257,1
81.800000,2454,1,293,94,112,112,-6.5,2.4,-7.9,0.279,1
81.833333,2455,1,293,94,112,112,-6.3,2.6,-7.9,0.284,1
81.866667,2456,1,292,93,113,113,-6.4,2.3,-7.9,0.277,1
81.900000,2457,1,293,94,113,113,-6.5,2.5,-7.9,0.282,1
81.933333,2458,1,294,95,111,111,-6.4,2.5,-7.9,0.328,0
81.966667,2459,1,293,94,111,111,-6.4,2.6,-7.7,0.307,0
82.000000,2460,1,292,93,113,113,-6.1,3.0,-7.7,0.321,0
82.033333,2461,1,292,93,112,112,-5.8,2.9,-7.6,0.327,0
82.066667,2462,1,293,94,110,110,-5.5,2.8,-7.4,0.305,0
82.100000,2463,1,294,95,109,109,-5.6,3.2,-7.5,0.306,0
82.133333,2464,1,293,96,110,110,-5.6,3.5,-7.6,0.312,0
82.166667,2465,1,294,96,110,110,-5.4,3.6,-7.7,0.286,1
82.200000,2466,1,293,96,110,110,-5.5,3.6,-7.6,0.313,0
82.233333,2467,1,294,96,109,109,-5.3,3.9,-7.6,0.268,1
82.266667,2468,1,294,95,109,109,-5.1,3.5,-7.6,0.279,1
82.300000,2469,1,294,95,110,110,-5.1,3.7,-7.7,0.309,0
82.333333,2470,1,295,97,108,108,-5.2,3.4,-7.9,0.290,1
82.366667,2471,1,296,98,109,109,-4.8,3.6,-7.9,0.307,0
82.400000,2472,1,296,98,110,110,-4.4,3.9,-8.1,0.258,1
82.433333,2473,1,297,100,107,107,-4.4,4.0,-8.0,0.274,1
82.466667,2474,1,294,100,109,109,-4.4,4.4,-7.9,0.227,1
82.500000,2475,1,296,100,109,109,-4.1,4.3,-7.8,0.230,1
82.533333,2476,1,297,99,108,108,-3.6,4.6,-7.9,0.185,1
82.566667,2477,1,298,99,108,108,-3.3,4.7,-7.8,0.200,1
82.600000,2478,1,298,99,108,108,-3.0,4.6,-7.8,0.173,1
82.633333,2479,1,297,98,109,109,-3.1,4.5,-7.8,0.169,1
82.666667,2480,1,297,97,109,109,-3.2,4.3,-7.7,0.193,1
82.700000,2481,1,296,97,110,110,-3.1,4.3,-7.7,0.188,1
82.733333,2482,1,297,97,110,110,-2.7,4.1,-7.8,0.204,1
82.766667,2483,1,295,94,114,114,-2.8,4.1,-7.7,0.196,1
82.800000,2484,1,295,94,114,114,-2.8,4.2,-7.7,0.175,1
82.833333,2485,1,295,95,113,113,-2.7,4.4,-7.7,0.191,1
82.866667,2486,1,294,94,115,115,-2.9,3.6,-7.2,0.173,1
82.900000,2487,1,294,94,115,115,-2.7,3.7,-7.2,0.196,1
82.933333,2488,1,294,94,116,116,-2.2,4.0,-7.1,0.180,1
82.966667,2489,1,294,93,117,117,-2.4,4.1,-7.0,0.193,1
83.000000,2490,1,293,94,118,118,-2.0,4.4,-6.8,0.180,1
83.033333,2491,1,294,95,117,117,-1.6,4.9,-7.0,0.197,1
83.066667,2492,1,293,93,120,120,-1.8,5.2,-6.7,0.170,1
83.100000,2493,1,293,93,119,119,-2.1,5.3,-6.4,0.181,1
83.133333,2494,1,294,96,115,115,-2.2,5.1,-6.1,0.169,1
83.166667,2495,1,295,96,114,114,-2.0,5.5,-6.1,0.182,1
83.200000,2496,1,291,95,117,117,-1.8,5.9,-5.4,0.180,1
83.233333,2497,1,292,98,116,116,-1.4,6.1,-5.0,0.162,1
83.266667,2498,1,291,99,116,116,-1.1,6.0,-4.9,0.131,1
83.300000,2499,1,292,99,115,115,-1.0,7.1,-4.8,0.220,1
83.333333,2500,1,293,99,114,114,-1.4,7.0,-5.0,0.241,1
83.366667,2501,1,293,100,114,114,-1.6,6.7,-4.9,0.182,1
83.400000,2502,1,293,100,114,114,-2.0,6.4,-5.3,0.213,1
83.433333,2503,1,293,99,113,113,-2.3,5.8,-5.3,0.218,1
83.466667,2504,1,292,98,115,115,-2.4,6.4,-5.6,0.225,1
83.500000,2505,1,292,97,115,115,-2.5,5.9,-5.5,0.195,1
83.533333,2506,1,292,97,116,116,-2.2,5.7,-5.5,0.208,1
83.566667,2507,1,292,98,115,115,-2.2,6.2,-5.5,0.168,1
83.600000,2508,1,293,98,115,115,-1.9,6.6,-5.3,0.202,1
83.633333,2509,1,293,98,115,115,-2.0,6.6,-5.4,0.217,1
83.666667,2510,1,292,98,116,116,-1.9,5.9,-5.2,0.172,1
83.700000,2511,1,291,98,117,117,-2.1,5.9,-5.3,0.149,1
83.733333,2512,1,290,98,118,118,-2.3,6.1,-5.3,0.200,1
83.766667,2513,1,290,97,118,118,-2.5,5.7,-5.5,0.182,1
83.800000,2514,1,291,98,117,117,-2.4,6.2,-5.4,0.210,1
83.833333,2515,1,291,99,116,116,-2.2,6.8,-5.4,0.240,1
83.866667,2516,1,292,100,115,115,-2.0,6.6,-5.3,0.194,1
83.900000,2517,1,292,100,115,115,-1.8,6.8,-5.4,0.177,1
83.933333,2518,1,291,99,116,116,-1.8,6.3,-5.3,0.235,1
83.966667,2519,1,291,99,117,117,-1.9,6.2,-5.5,0.226,1
84.000000,2520,1,292,99,117,117,-1.6,6.8,-5.4,0.172,1
84.033333,2521,1,291,98,118,118,-1.7,6.6,-5.5,0.218,1
84.066667,2522,1,291,97,120,120,-1.6,6.6,-5.6,0.241,1
84.100000,2523,1,292,96,121,121,-1.3,6.3,-5.5,0.195,1
84.133333,2524,1,291,95,122,122,-1.2,6.4,-5.4,0.320,0
84.166667,2525,1,291,95,123,123,-1.0,6.0,-5.2,0.542,0
84.200000,2526,1,292,95,124,124,-0.8,5.9,-5.3,0.600,0
84.233333,2527,1,291,95,124,124,-0.9,5.4,-5.1,0.568,0
84.266667,2528,1,292,95,123,123,-0.7,5.6,-5.2,0.603,0
84.300000,2529,1,292,95,123,123,-0.7,5.6,-5.1,0.643,0
84.333333,2530,1,293,97,121,121,-0.4,5.8,-5.2,0.628,0
84.366667,2531,1,294,97,120,120,-0.5,5.6,-5.5,0.691,0
84.400000,2532,1,295,97,120,120,-0.3,5.8,-5.5,0.720,0
84.433333,2533,1,296,97,119,119,-0.2,5.7,-5.4,0.707,0
84.466667,2534,1,295,98,119,119,-0.3,5.8,-5.4,0.738,0
84.500000,2535,1,297,98,117,117,0.2,5.9,-5.1,0.731,0
84.533333,2536,1,299,99,114,114,0.6,5.3,-4.6,0.724,0
84.566667,2537,1,300,99,113,113,1.2,4.6,-4.2,0.706,0
84.600000,2538,1,299,98,115,115,1.9,4.5,-3.8,0.683,0
84.633333,2539,1,299,97,117,117,2.8,4.7,-3.2,0.690,0
84.666667,2540,1,298,97,117,117,3.4,4.6,-2.1,0.686,0
84.700000,2541,1,297,96,117,117,3.8,4.0,-1.3,0.635,0
84.733333,2542,1,299,96,115,115,4.3,4.4,-0.2,0.570,0
84.766667,2543,1,299,95,114,114,4.5,4.2,0.9,0.611,0
84.800000,2544,1,299,95,113,113,4.0,4.1,1.8,0.574,0
84.833333,2545,1,299,95,113,113,4.5,4.0,2.8,0.572,0
84.866667,2546,1,297,93,116,116,4.3,3.7,3.6,0.549,0
84.900000,2547,1,298,94,116,116,5.0,4.2,4.4,0.562,0
84.933333,2548,1,298,95,114,114,5.0,4.4,5.1,0.521,0
84.966667,2549,1,298,96,112,112,4.9,4.6,5.7,0.532,0
85.000000,2550,1,294,93,119,119,4.5,4.2,6.1,0.506,0
85.033333,2551,1,294,95,118,118,4.1,4.6,6.5,0.495,0
85.066667,2552,1,293,96,119,119,3.8,4.4,6.6,0.500,0
85.100000,2553,1,293,96,120,120,3.5,4.3,6.5,0.441,0
85.133333,2554,1,293,96,119,119,3.4,4.7,6.2,0.500,0
85.166667,2555,1,293,96,119,119,3.4,5.4,5.9,0.431,0
85.200000,2556,1,294,96,119,119,3.6,5.5,5.0,0.470,0
85.233333,2557,1,294,96,119,119,3.6,5.5,5.0,0.473,0
85.266667,2558,1,293,94,122,122,4.3,5.4,4.6,0.462,0
85.300000,2559,1,292,94,123,123,4.4,5.4,4.4,0.466,0
85.333333,2560,1,295,95,119,119,4.3,4.7,3.8,0.516,0
85.366667,2561,1,295,93,118,118,4.0,4.0,3.3,0.424,0
85.400000,2562,1,298,94,114,114,3.8,3.8,2.5,0.488,0
85.433333,2563,1,300,94,113,113,3.8,3.6,1.9,0.567,0
85.466667,2564,1,300,94,112,112,3.3,2.5,1.3,0.554,0
85.500000,2565,1,301,94,111,111,3.0,1.6,0.8,0.602,0
85.533333,2566,1,301,93,112,112,3.0,1.4,0.2,0.550,0
85.566667,2567,1,303,93,112,112,3.0,0.7,-0.5,0.553,0
85.600000,2568,1,303,93,113,113,3.3,1.0,-0.9,0.570,0
85.633333,2569,1,304,93,112,112,3.3,0.6,-1.2,0.610,0
85.666667,2570,1,304,93,113,113,3.0,0.8,-1.7,0.601,0
85.700000,2571,1,304,93,114,114,2.8,0.7,-2.2,0.614,0
85.733333,2572,1,305,94,114,114,2.5,1.2,-2.6,0.651,0
85.766667,2573,1,305,94,114,114,2.1,1.4,-2.8,0.574,0
85.800000,2574,1,306,96,113,113,2.0,2.0,-3.2,0.598,0
85.833333,2575,1,307,96,112,112,2.1,2.1,-3.2,0.613,0
85.866667,2576,1,306,96,113,113,1.4,2.3,-3.3,0.485,0
85.900000,2577,1,306,96,114,114,1.7,2.9,-3.1,0.502,0
85.933333,2578,1,305,96,115,115,1.2,2.9,-2.9,0.551,0
85.966667,2579,1,304,95,117,117,1.6,3.3,-2.8,0.486,0
86.000000,2580,1,304,95,118,118,1.1,3.5,-3.0,0.486,0
86.033333,2581,1,304,95,117,117,1.0,3.8,-3.1,0.453,0
86.066667,2582,1,305,96,117,117,0.9,4.1,-3.3,0.491,0
86.100000,2583,1,304,95,118,118,0.8,4.1,-3.2,0.456,0
86.133333,2584,1,304,96,117,117,0.3,4.2,-3.0,0.442,0
86.166667,2585,1,305,97,116,116,-0.3,4.1,-2.8,0.510,0
86.200000,2586,1,304,97,117,117,-0.9,4.4,-2.8,0.402,0
86.233333,2587,1,303,97,117,117,-1.4,4.2,-2.7,0.306,0
86.266667,2588,1,303,97,117,117,-1.4,5.1,-2.7,0.276,1
86.300000,2589,1,302,97,117,117,-1.9,5.4,-3.0,0.269,1
86.333333,2590,1,302,97,117,117,-2.3,5.2,-3.2,0.224,1
86.366667,2591,1,302,95,116,116,-2.8,4.5,-3.2,0.270,1
86.400000,2592,1,303,95,114,114,-2.7,3.9,-3.6,0.368,0
86.433333,2593,1,303,95,114,114,-2.6,3.9,-3.6,0.351,0
86.466667,2594,1,304,95,112,112,-3.1,4.0,-3.8,0.784,0
86.500000,2595,1,304,95,112,112,-3.1,3.8,-3.7,0.825,0
86.533333,2596,1,304,95,113,113,-2.8,3.6,-3.8,0.830,0
86.566667,2597,1,304,94,115,115,-2.8,3.4,-3.9,0.792,0
86.600000,2598,1,302,93,117,117,-3.4,3.4,-3.9,0.633,0
86.633333,2599,1,302,94,117,117,-3.5,3.1,-4.3,0.312,0
86.666667,2600,1,302,93,117,117,-3.6,2.5,-4.2,0.254,1
86.700000,2601,1,303,93,116,116,-3.7,3.1,-4.3,0.271,1
86.733333,2602,1,303,93,117,117,-3.8,3.4,-4.5,0.240,1
86.766667,2603,1,303,93,118,118,-3.4,3.4,-4.5,0.249,1
86.800000,2604,1,302,92,118,118,-3.5,3.3,-4.5,0.245,1
86.833333,2605,1,302,92,118,118,-3.1,3.4,-4.4,0.233,1
86.866667,2606,1,302,93,118,118,-3.1,3.7,-4.7,0.248,1
86.900000,2607,1,303,93,117,117,-3.1,3.5,-4.7,0.235,1
86.933333,2608,1,303,94,117,117,-2.9,3.8,-4.5,0.244,1
86.966667,2609,1,304,95,115,115,-3.0,4.1,-4.7,0.239,1
87.000000,2610,1,305,96,113,113,-3.0,4.2,-4.8,0.193,1
87.033333,2611,1,304,96,114,114,-3.0,4.3,-5.0,0.187,1
87.066667,2612,1,305,96,113,113,-2.8,3.7,-4.9,0.259,1
87.100000,2613,1,304,95,115,115,-2.6,4.0,-5.1,0.189,1
87.133333,2614,1,303,94,116,116,-2.3,3.0,-5.0,0.179,1
87.166667,2615,1,304,95,115,115,-2.3,3.2,-5.3,0.182,1
87.200000,2616,1,304,95,115,115,-2.4,3.1,-5.4,0.196,1
87.233333,2617,1,305,95,115,115,-2.5,3.4,-5.4,0.178,1
87.266667,2618,1,306,95,114,114,-2.8,3.1,-5.7,0.169,1
87.300000,2619,1,306,94,114,114,-2.8,3.6,-5.9,0.161,1
87.333333,2620,1,306,94,115,115,-3.1,3.3,-5.8,0.172,1
87.366667,2621,1,305,94,115,115,-3.3,3.7,-5.8,0.178,1
87.400000,2622,1,306,94,116,116,-3.2,3.4,-6.0,0.185,1
87.433333,2623,1,307,95,114,114,-3.5,3.8,-6.2,0.178,1
