timestamp_seconds,frame_idx,face_id,x,y,w,h,emotion,emotion_score
77.633333,529,1,311,99,110,110,neutral,0.9627
77.666667,530,1,311,99,110,110,neutral,0.9542
77.700000,531,1,312,100,108,108,neutral,0.9504
77.733333,532,1,313,101,107,107,neutral,0.9538
77.766667,533,1,312,99,106,106,neutral,0.9482
77.800000,534,1,311,99,105,105,neutral,0.9433
77.833333,535,1,310,100,104,104,neutral,0.9381
77.866667,536,1,310,99,104,104,neutral,0.9263
77.900000,537,1,308,95,108,108,neutral,0.9369
77.933333,538,1,308,95,108,108,neutral,0.9324
77.966667,539,1,306,93,112,112,neutral,0.9459
78.000000,540,1,306,92,111,111,neutral,0.9568
78.033333,541,1,307,92,111,111,neutral,0.9593
78.066667,542,1,306,92,110,110,neutral,0.9726
78.100000,543,1,306,92,110,110,neutral,0.9711
78.133333,544,1,302,90,112,112,neutral,0.9800
78.166667,545,1,304,90,109,109,neutral,0.9901
78.200000,546,1,306,92,106,106,neutral,0.9904
78.233333,547,1,308,92,104,104,neutral,0.9920
78.266667,548,1,308,92,104,104,neutral,0.9905
78.300000,549,1,305,92,107,107,neutral,0.9853
78.333333,550,1,305,93,107,107,neutral,0.9861
78.366667,551,1,304,93,108,108,neutral,0.9877
78.400000,552,1,303,94,107,107,neutral,0.9913
78.433333,553,1,302,94,108,108,neutral,0.9895
78.466667,554,1,302,94,106,106,neutral,0.9889
78.500000,555,1,300,92,108,108,neutral,0.9858
78.533333,556,1,301,93,106,106,neutral,0.9893
78.566667,557,1,302,93,104,104,neutral,0.9908
78.600000,558,1,302,93,103,103,neutral,0.9919
78.633333,559,1,300,92,105,105,neutral,0.9896
78.666667,560,1,300,93,104,104,neutral,0.9921
78.700000,561,1,301,93,103,103,neutral,0.9924
78.733333,562,1,302,93,101,101,neutral,0.9916
78.766667,563,1,300,93,103,103,neutral,0.9902
78.800000,564,1,301,93,104,104,neutral,0.9910
78.833333,565,1,300,92,107,107,neutral,0.9895
78.866667,566,1,299,91,112,112,neutral,0.9785
78.900000,567,1,300,92,110,110,neutral,0.9818
78.933333,568,1,301,93,108,108,neutral,0.9859
78.966667,569,1,301,94,109,109,neutral,0.9807
79.000000,570,1,303,95,108,108,neutral,0.9808
79.033333,571,1,303,98,107,107,neutral,0.9684
79.066667,572,1,304,101,106,106,neutral,0.9590
79.100000,573,1,303,100,110,110,neutral,0.9328
79.133333,574,1,303,100,110,110,neutral,0.9093
79.166667,575,1,304,101,110,110,neutral,0.9090
79.200000,576,1,303,101,110,110,neutral,0.9098
79.233333,577,1,304,100,110,110,neutral,0.9477
79.266667,578,1,304,101,108,108,neutral,0.9560
79.300000,579,1,304,102,109,109,neutral,0.9484
79.333333,580,1,305,105,105,105,neutral,0.9421
79.366667,581,1,307,107,104,104,neutral,0.9433
79.400000,582,1,308,109,102,102,neutral,0.9413
79.433333,583,1,309,108,102,102,neutral,0.9335
79.466667,584,1,309,106,103,103,neutral,0.9136
79.500000,585,1,310,106,101,101,neutral,0.9189
79.533333,586,1,310,107,100,100,neutral,0.8853
79.566667,587,1,311,108,99,99,neutral,0.9042
79.600000,588,1,312,108,98,98,neutral,0.8251
79.633333,589,1,313,108,98,98,neutral,0.8348
79.666667,590,1,313,107,98,98,neutral,0.7973
79.700000,591,1,314,107,98,98,neutral,0.8740
79.733333,592,1,313,107,99,99,neutral,0.8956
79.766667,593,1,312,107,99,99,neutral,0.9249
79.800000,594,1,312,105,100,100,neutral,0.9195
79.833333,595,1,312,102,103,103,neutral,0.9561
79.866667,596,1,312,102,104,104,neutral,0.9567
79.900000,597,1,312,102,104,104,neutral,0.9638
79.933333,598,1,312,102,103,103,neutral,0.9724
79.966667,599,1,312,102,104,104,neutral,0.9679
80.000000,600,1,312,103,104,104,neutral,0.9510
80.033333,601,1,311,103,105,105,neutral,0.8936
80.066667,602,1,309,100,108,108,neutral,0.8943
80.100000,603,1,308,101,110,110,neutral,0.8468
80.133333,604,1,308,101,110,110,neutral,0.8758
80.166667,605,1,307,103,109,109,neutral,0.9517
80.200000,606,1,307,102,110,110,neutral,0.9557
80.233333,607,1,307,101,110,110,neutral,0.9661
80.266667,608,1,306,99,111,111,neutral,0.9437
80.300000,609,1,306,99,111,111,neutral,0.9557
80.333333,610,1,306,98,111,111,neutral,0.9652
80.366667,611,1,306,99,110,110,neutral,0.9632
80.400000,612,1,305,98,111,111,neutral,0.9602
80.433333,613,1,305,99,112,112,neutral,0.9644
80.466667,614,1,304,99,111,111,neutral,0.9781
80.500000,615,1,303,99,110,110,neutral,0.9757
80.533333,616,1,302,98,110,110,neutral,0.9776
80.566667,617,1,302,98,110,110,neutral,0.9780
80.600000,618,1,302,98,111,111,neutral,0.9618
80.633333,619,1,303,96,110,110,neutral,0.9710
80.666667,620,1,300,95,111,111,neutral,0.9629
80.700000,621,1,301,95,109,109,neutral,0.9557
80.733333,622,1,300,96,107,107,neutral,0.9435
80.766667,623,1,298,95,109,109,neutral,0.9483
80.800000,624,1,296,95,111,111,neutral,0.9456
80.833333,625,1,297,94,109,109,neutral,0.9367
80.866667,626,1,296,94,111,111,neutral,0.9521
80.900000,627,1,296,94,107,107,neutral,0.9400
80.933333,628,1,298,95,106,106,neutral,0.9305
80.966667,629,1,294,92,110,110,neutral,0.8406
81.000000,630,1,291,91,113,113,neutral,0.6347
81.033333,631,1,292,92,112,112,surprise,0.5304
81.066667,632,1,291,91,114,114,surprise,0.4745
81.100000,633,1,292,92,113,113,neutral,0.5081
81.133333,634,1,292,92,113,113,neutral,0.6723
81.166667,635,1,291,91,114,114,neutral,0.7113
81.200000,636,1,293,92,111,111,surprise,0.4798
81.233333,637,1,292,93,110,110,neutral,0.5779
81.266667,638,1,293,93,112,112,neutral,0.5495
81.300000,639,1,295,97,110,110,neutral,0.7521
81.333333,640,1,294,96,111,111,neutral,0.7138
81.366667,641,1,294,96,111,111,neutral,0.8197
81.400000,642,1,294,96,111,111,neutral,0.8892
81.433333,643,1,294,96,110,110,neutral,0.9491
81.466667,644,1,294,96,110,110,neutral,0.9621
81.500000,645,1,294,96,110,110,neutral,0.9664
81.533333,646,1,294,96,110,110,neutral,0.9599
81.566667,647,1,294,96,110,110,neutral,0.9644
81.600000,648,1,294,96,109,109,neutral,0.9718
81.633333,649,1,294,96,110,110,neutral,0.9683
81.666667,650,1,294,96,110,110,neutral,0.8960
81.700000,651,1,294,96,111,111,neutral,0.9459
81.733333,652,1,294,95,111,111,neutral,0.9249
81.766667,653,1,293,95,112,112,neutral,0.9878
81.800000,654,1,293,94,112,112,neutral,0.9803
81.833333,655,1,293,94,112,112,neutral,0.9851
81.866667,656,1,292,93,113,113,neutral,0.9805
81.900000,657,1,293,94,113,113,neutral,0.9846
81.933333,658,1,294,95,111,111,neutral,0.9884
81.966667,659,1,293,94,111,111,neutral,0.9834
82.000000,660,1,292,93,113,113,neutral,0.9799
82.033333,661,1,292,93,112,112,neutral,0.9828
82.066667,662,1,293,94,110,110,neutral,0.9868
82.100000,663,1,294,95,109,109,neutral,0.9902
82.133333,664,1,293,96,110,110,neutral,0.9836
82.166667,665,1,294,96,110,110,neutral,0.9835
82.200000,666,1,293,96,110,110,neutral,0.9850
82.233333,667,1,294,96,109,109,neutral,0.9866
82.266667,668,1,294,95,109,109,neutral,0.9899
82.300000,669,1,294,95,110,110,neutral,0.9905
82.333333,670,1,295,97,108,108,neutral,0.9887
82.366667,671,1,296,98,109,109,neutral,0.9904
82.400000,672,1,296,98,110,110,neutral,0.9908
82.433333,673,1,297,100,107,107,neutral,0.9904
82.466667,674,1,294,100,109,109,neutral,0.9915
82.500000,675,1,296,100,109,109,neutral,0.9921
82.533333,676,1,297,99,108,108,neutral,0.9942
82.566667,677,1,298,99,108,108,neutral,0.9932
82.600000,678,1,298,99,108,108,neutral,0.9937
82.633333,679,1,297,98,109,109,neutral,0.9943
82.666667,680,1,297,97,109,109,neutral,0.9926
82.700000,681,1,296,97,110,110,neutral,0.9899
82.733333,682,1,297,97,110,110,neutral,0.9881
82.766667,683,1,295,94,114,114,neutral,0.9875
82.800000,684,1,295,94,114,114,neutral,0.9865
82.833333,685,1,295,95,113,113,neutral,0.9856
82.866667,686,1,294,94,115,115,neutral,0.9875
82.900000,687,1,294,94,115,115,neutral,0.9883
82.933333,688,1,294,94,116,116,neutral,0.9857
82.966667,689,1,294,93,117,117,neutral,0.9867
83.000000,690,1,293,94,118,118,neutral,0.9852
83.033333,691,1,294,95,117,117,neutral,0.9857
83.066667,692,1,293,93,120,120,neutral,0.9836
83.100000,693,1,293,93,119,119,neutral,0.9806
83.133333,694,1,294,96,115,115,neutral,0.9833
83.166667,695,1,295,96,114,114,neutral,0.9857
83.200000,696,1,291,95,117,117,neutral,0.9840
83.233333,697,1,292,98,116,116,neutral,0.9818
83.266667,698,1,291,99,116,116,neutral,0.9808
83.300000,699,1,292,99,115,115,neutral,0.9830
83.333333,700,1,293,99,114,114,neutral,0.9849
83.366667,701,1,293,100,114,114,neutral,0.9829
83.400000,702,1,293,100,114,114,neutral,0.9815
83.433333,703,1,293,99,113,113,neutral,0.9855
83.466667,704,1,292,98,115,115,neutral,0.9808
83.500000,705,1,292,97,115,115,neutral,0.9846
83.533333,706,1,292,97,116,116,neutral,0.9790
83.566667,707,1,292,98,115,115,neutral,0.9771
83.600000,708,1,293,98,115,115,neutral,0.9803
83.633333,709,1,293,98,115,115,neutral,0.9832
83.666667,710,1,292,98,116,116,neutral,0.9818
83.700000,711,1,291,98,117,117,neutral,0.9813
83.733333,712,1,290,98,118,118,neutral,0.9767
83.766667,713,1,290,97,118,118,neutral,0.9843
83.800000,714,1,291,98,117,117,neutral,0.9832
83.833333,715,1,291,99,116,116,neutral,0.9769
83.866667,716,1,292,100,115,115,neutral,0.9753
83.900000,717,1,292,100,115,115,neutral,0.9778
83.933333,718,1,291,99,116,116,neutral,0.9764
83.966667,719,1,291,99,117,117,neutral,0.9809
84.000000,720,1,292,99,117,117,neutral,0.9797
84.033333,721,1,291,98,118,118,neutral,0.9761
84.066667,722,1,291,97,120,120,neutral,0.9734
84.100000,723,1,292,96,121,121,neutral,0.9735
84.133333,724,1,291,95,122,122,neutral,0.9804
84.166667,725,1,291,95,123,123,neutral,0.9759
84.200000,726,1,292,95,124,124,neutral,0.9819
84.233333,727,1,291,95,124,124,neutral,0.9774
84.266667,728,1,292,95,123,123,neutral,0.9713
84.300000,729,1,292,95,123,123,neutral,0.9684
84.333333,730,1,293,97,121,121,neutral,0.9793
84.366667,731,1,294,97,120,120,neutral,0.9727
84.400000,732,1,295,97,120,120,neutral,0.9698
84.433333,733,1,296,97,119,119,neutral,0.9719
84.466667,734,1,295,98,119,119,neutral,0.9728
84.500000,735,1,297,98,117,117,neutral,0.9714
84.533333,736,1,299,99,114,114,neutral,0.9712
84.566667,737,1,300,99,113,113,neutral,0.9719
84.600000,738,1,299,98,115,115,neutral,0.9775
84.633333,739,1,299,97,117,117,neutral,0.9699
84.666667,740,1,298,97,117,117,neutral,0.9724
84.700000,741,1,297,96,117,117,neutral,0.9783
84.733333,742,1,299,96,115,115,neutral,0.9805
84.766667,743,1,299,95,114,114,neutral,0.9798
84.800000,744,1,299,95,113,113,neutral,0.9821
84.833333,745,1,299,95,113,113,neutral,0.9827
84.866667,746,1,297,93,116,116,neutral,0.9851
84.900000,747,1,298,94,116,116,neutral,0.9794
84.933333,748,1,298,95,114,114,neutral,0.9855
84.966667,749,1,298,96,112,112,neutral,0.9826
85.000000,750,1,294,93,119,119,neutral,0.9803
85.033333,751,1,294,95,118,118,neutral,0.9724
85.066667,752,1,293,96,119,119,neutral,0.9783
85.100000,753,1,293,96,120,120,neutral,0.9676
85.133333,754,1,293,96,119,119,neutral,0.9750
85.166667,755,1,293,96,119,119,neutral,0.9785
85.200000,756,1,294,96,119,119,neutral,0.9682
85.233333,757,1,294,96,119,119,neutral,0.9683
85.266667,758,1,293,94,122,122,neutral,0.9691
85.300000,759,1,292,94,123,123,neutral,0.9569
85.333333,760,1,295,95,119,119,neutral,0.9541
85.366667,761,1,295,93,118,118,neutral,0.9691
85.400000,762,1,298,94,114,114,neutral,0.9677
85.433333,763,1,300,94,113,113,neutral,0.9689
85.466667,764,1,300,94,112,112,neutral,0.9723
85.500000,765,1,301,94,111,111,neutral,0.9747
85.533333,766,1,301,93,112,112,neutral,0.9720
85.566667,767,1,303,93,112,112,neutral,0.9592
85.600000,768,1,303,93,113,113,neutral,0.9494
85.633333,769,1,304,93,112,112,neutral,0.9494
85.666667,770,1,304,93,113,113,neutral,0.9472
85.700000,771,1,304,93,114,114,neutral,0.9363
85.733333,772,1,305,94,114,114,neutral,0.9739
85.766667,773,1,305,94,114,114,neutral,0.9433
85.800000,774,1,306,96,113,113,neutral,0.9796
85.833333,775,1,307,96,112,112,neutral,0.9771
85.866667,776,1,306,96,113,113,neutral,0.9712
85.900000,777,1,306,96,114,114,neutral,0.9681
85.933333,778,1,305,96,115,115,neutral,0.9680
85.966667,779,1,304,95,117,117,neutral,0.9710
86.000000,780,1,304,95,118,118,neutral,0.9669
86.033333,781,1,304,95,117,117,neutral,0.9736
86.066667,782,1,305,96,117,117,neutral,0.9697
86.100000,783,1,304,95,118,118,neutral,0.9752
86.133333,784,1,304,96,117,117,neutral,0.9745
86.166667,785,1,305,97,116,116,neutral,0.9745
86.200000,786,1,304,97,117,117,neutral,0.9672
86.233333,787,1,303,97,117,117,neutral,0.9602
86.266667,788,1,303,97,117,117,neutral,0.9506
86.300000,789,1,302,97,117,117,neutral,0.9479
86.333333,790,1,302,97,117,117,neutral,0.9550
86.366667,791,1,302,95,116,116,neutral,0.9615
86.400000,792,1,303,95,114,114,neutral,0.9677
86.433333,793,1,303,95,114,114,neutral,0.9676
86.466667,794,1,304,95,112,112,neutral,0.9587
86.500000,795,1,304,95,112,112,neutral,0.9601
86.533333,796,1,304,95,113,113,neutral,0.9609
86.566667,797,1,304,94,115,115,neutral,0.9617
86.600000,798,1,302,93,117,117,neutral,0.9627
86.633333,799,1,302,94,117,117,neutral,0.9656
86.666667,800,1,302,93,117,117,neutral,0.9665
86.700000,801,1,303,93,116,116,neutral,0.9764
86.733333,802,1,303,93,117,117,neutral,0.9775
86.766667,803,1,303,93,118,118,neutral,0.9786
86.800000,804,1,302,92,118,118,neutral,0.9740
86.833333,805,1,302,92,118,118,neutral,0.9764
86.866667,806,1,302,93,118,118,neutral,0.9748
86.900000,807,1,303,93,117,117,neutral,0.9764
86.933333,808,1,303,94,117,117,neutral,0.9742
86.966667,809,1,304,95,115,115,neutral,0.9815
87.000000,810,1,305,96,113,113,neutral,0.9794
87.033333,811,1,304,96,114,114,neutral,0.9744
87.066667,812,1,305,96,113,113,neutral,0.9794
87.100000,813,1,304,95,115,115,neutral,0.9813
87.133333,814,1,303,94,116,116,neutral,0.9829
87.166667,815,1,304,95,115,115,neutral,0.9849
87.200000,816,1,304,95,115,115,neutral,0.9828
87.233333,817,1,305,95,115,115,neutral,0.9820
87.266667,818,1,306,95,114,114,neutral,0.9833
87.300000,819,1,306,94,114,114,neutral,0.9844
87.333333,820,1,306,94,115,115,neutral,0.9877
87.366667,821,1,305,94,115,115,neutral,0.9799
87.400000,822,1,306,94,116,116,neutral,0.9823
87.433333,823,1,307,95,114,114,neutral,0.9801
87.466667,824,1,308,95,113,113,neutral,0.9833
87.500000,825,1,308,94,113,113,neutral,0.9841
87.533333,826,1,309,94,114,114,neutral,0.9864
87.566667,827,1,309,93,114,114,neutral,0.9839
87.600000,828,1,308,96,112,112,neutral,0.9678
87.633333,829,1,308,96,113,113,neutral,0.9721
87.666667,830,1,309,100,110,110,neutral,0.9790
87.700000,831,1,308,100,110,110,neutral,0.9714
87.733333,832,1,310,102,108,108,neutral,0.9705
87.766667,833,1,308,102,108,108,neutral,0.9705
87.800000,834,1,310,106,107,107,neutral,0.9657
87.833333,835,1,308,104,109,109,neutral,0.9626
87.866667,836,1,306,104,111,111,neutral,0.9624
87.900000,837,1,305,103,113,113,neutral,0.9540
87.933333,838,1,305,103,113,113,neutral,0.9540
87.966667,839,1,307,104,111,111,neutral,0.9613
88.000000,840,1,311,106,106,106,neutral,0.9682
88.033333,841,1,311,106,106,106,neutral,0.9681
88.066667,842,1,311,105,106,106,neutral,0.9749
88.100000,843,1,312,105,105,105,neutral,0.9771
88.133333,844,1,311,105,105,105,neutral,0.9751
88.166667,845,1,311,105,106,106,neutral,0.9770
88.200000,846,1,310,103,108,108,neutral,0.9742
88.233333,847,1,310,103,107,107,neutral,0.9703
88.266667,848,1,310,103,107,107,neutral,0.9716
88.300000,849,1,310,104,107,107,neutral,0.9744
88.333333,850,1,310,103,107,107,neutral,0.9721
88.366667,851,1,310,103,108,108,neutral,0.9639
88.400000,852,1,306,104,110,110,neutral,0.9583
88.433333,853,1,306,104,110,110,neutral,0.9587
88.466667,854,1,305,103,111,111,neutral,0.9607
88.500000,855,1,305,102,112,112,neutral,0.9635
88.533333,856,1,306,102,112,112,neutral,0.9655
88.566667,857,1,307,102,111,111,neutral,0.9647
88.600000,858,1,307,103,109,109,neutral,0.9666
88.633333,859,1,308,103,108,108,neutral,0.9647
88.666667,860,1,307,102,110,110,neutral,0.9556
88.700000,861,1,306,101,113,113,neutral,0.9545
88.733333,862,1,305,102,113,113,neutral,0.9510
88.766667,863,1,305,103,112,112,neutral,0.9396
88.800000,864,1,306,102,112,112,neutral,0.9582
88.833333,865,1,309,103,109,109,neutral,0.9699
88.866667,866,1,309,103,107,107,neutral,0.9747
88.900000,867,1,306,102,109,109,neutral,0.9739
88.933333,868,1,306,100,111,111,neutral,0.9628
88.966667,869,1,305,99,112,112,neutral,0.9610
89.000000,870,1,306,100,113,113,neutral,0.9755
89.033333,871,1,306,100,112,112,neutral,0.9653
89.066667,872,1,306,100,112,112,neutral,0.9666
89.100000,873,1,305,101,111,111,neutral,0.9775
89.133333,874,1,306,101,111,111,neutral,0.9744
89.166667,875,1,305,101,111,111,neutral,0.9786
89.200000,876,1,306,101,111,111,neutral,0.9749
89.233333,877,1,306,101,111,111,neutral,0.9756
89.266667,878,1,306,100,111,111,neutral,0.9683
89.300000,879,1,306,100,111,111,neutral,0.9723
89.333333,880,1,307,100,111,111,neutral,0.9688
89.366667,881,1,308,100,111,111,neutral,0.9754
89.400000,882,1,309,100,110,110,neutral,0.9753
89.433333,883,1,310,101,109,109,neutral,0.9785
89.466667,884,1,310,100,108,108,neutral,0.9800
89.500000,885,1,310,99,109,109,neutral,0.9793
89.533333,886,1,307,97,113,113,neutral,0.9719
89.566667,887,1,310,99,109,109,neutral,0.9809
89.600000,888,1,312,99,107,107,neutral,0.9833
89.633333,889,1,312,99,107,107,neutral,0.9826
89.666667,890,1,312,97,107,107,neutral,0.9783
89.700000,891,1,312,97,106,106,neutral,0.9740
89.733333,892,1,313,97,104,104,neutral,0.9705
89.766667,893,1,314,96,103,103,neutral,0.9706
89.800000,894,1,315,95,101,101,neutral,0.9705
89.833333,895,1,316,97,100,100,neutral,0.9346
89.866667,896,1,316,97,100,100,neutral,0.9205
89.900000,897,1,317,97,100,100,neutral,0.8861
89.933333,898,1,317,97,100,100,neutral,0.8922
89.966667,899,1,315,96,102,102,neutral,0.9255
90.000000,900,1,313,95,107,107,neutral,0.9391
