timestamp_seconds,frame_idx,face_id,x,y,w,h,yaw,pitch,eye_away,looking_at_camera
74.366667,431,1,308,112,112,112,6.1,14.1,0.409,0
74.400000,432,1,308,112,112,112,5.7,14.1,0.392,0
74.433333,433,1,307,111,112,112,5.8,14.2,0.471,0
74.466667,434,1,307,112,111,111,5.6,14.1,0.456,0
74.500000,435,1,307,112,111,111,5.6,13.9,0.453,0
74.533333,436,1,306,111,111,111,5.5,13.6,0.461,0
74.566667,437,1,306,109,111,111,5.6,12.6,0.463,0
74.600000,438,1,303,107,112,112,5.6,12.9,0.299,1
74.633333,439,1,306,110,110,110,5.1,12.8,0.406,0
74.666667,440,1,306,110,107,107,3.9,13.1,0.447,0
74.700000,441,1,307,111,106,106,4.1,12.7,0.501,0
74.733333,442,1,306,110,107,107,3.2,13.1,0.473,0
74.766667,443,1,306,109,108,108,2.5,13.3,0.480,0
74.800000,444,1,308,107,109,109,1.0,13.1,0.564,0
74.833333,445,1,308,107,109,109,1.0,13.0,0.563,0
74.866667,446,1,305,104,111,111,-0.4,12.8,0.555,0
74.900000,447,1,306,103,110,110,-1.9,12.3,0.414,0
74.933333,448,1,308,104,107,107,-2.9,11.3,0.447,0
74.966667,449,1,307,104,108,108,-3.8,11.1,0.481,0
75.000000,450,1,307,102,109,109,-4.5,10.6,0.511,0
75.033333,451,1,306,100,111,111,-4.7,9.9,0.497,0
75.066667,452,1,305,98,112,112,-5.0,9.4,0.438,0
75.100000,453,1,306,98,112,112,-5.1,9.3,0.461,0
75.133333,454,1,306,97,112,112,-5.5,9.1,0.519,0
75.166667,455,1,306,95,112,112,-5.6,8.1,0.490,0
75.200000,456,1,307,95,112,112,-5.8,8.2,0.540,0
75.233333,457,1,307,96,112,112,-6.0,8.5,0.546,0
75.266667,458,1,307,98,112,112,-5.5,9.1,0.534,0
75.300000,459,1,308,99,111,111,-5.2,9.0,0.547,0
75.333333,460,1,309,99,110,110,-4.9,8.8,0.488,0
75.366667,461,1,309,99,109,109,-4.2,8.6,0.531,0
75.400000,462,1,314,102,104,104,-3.3,8.5,0.489,0
75.433333,463,1,315,104,103,103,-1.9,8.4,0.398,0
75.466667,464,1,316,103,104,104,-0.6,8.0,0.395,0
75.500000,465,1,314,102,106,106,0.7,7.8,0.325,0
75.533333,466,1,313,102,107,107,1.5,7.5,0.294,1
75.566667,467,1,313,103,106,106,2.4,8.6,0.198,1
75.600000,468,1,312,104,107,107,2.9,8.6,0.179,1
75.633333,469,1,312,104,106,106,2.9,8.7,0.172,1
75.666667,470,1,312,104,106,106,2.5,8.8,0.174,1
75.700000,471,1,312,103,108,108,1.9,8.4,0.180,1
75.733333,472,1,311,101,110,110,1.4,8.1,0.222,1
75.766667,473,1,311,99,111,111,0.9,7.1,0.210,1
75.800000,474,1,311,98,111,111,0.3,6.4,0.222,1
75.833333,475,1,310,96,112,112,-0.6,6.6,0.257,1
75.866667,476,1,310,97,112,112,-1.1,5.8,0.284,1
75.900000,477,1,310,96,112,112,-1.3,6.1,0.272,1
75.933333,478,1,311,97,111,111,-1.5,5.7,0.278,1
75.966667,479,1,311,98,111,111,-1.5,5.6,0.276,1
76.000000,480,1,312,98,111,111,-1.6,5.5,0.287,1
76.033333,481,1,312,99,110,110,-1.2,5.4,0.303,0
76.066667,482,1,312,98,109,109,-1.1,5.1,0.292,1
76.100000,483,1,313,98,109,109,-0.8,4.6,0.292,1
76.133333,484,1,314,99,107,107,-0.6,4.1,0.336,0
76.166667,485,1,315,99,105,105,-0.4,3.8,0.319,0
76.200000,486,1,314,99,106,106,-0.5,3.3,0.289,1
76.233333,487,1,314,98,106,106,-0.1,3.2,0.316,0
76.266667,488,1,313,98,107,107,-0.2,3.4,0.326,0
76.300000,489,1,313,98,107,107,0.4,3.6,0.280,1
76.333333,490,1,314,98,105,105,0.6,3.6,0.286,1
76.366667,491,1,314,98,105,105,1.1,3.5,0.356,0
76.400000,492,1,314,98,106,106,1.6,3.7,0.546,0
76.433333,493,1,314,98,106,106,1.9,3.8,0.604,0
76.466667,494,1,317,98,104,104,2.9,3.9,0.631,0
76.500000,495,1,318,100,103,103,3.5,4.1,0.469,0
76.533333,496,1,317,100,103,103,4.0,4.5,0.502,0
76.566667,497,1,317,100,103,103,4.5,4.8,0.498,0
76.600000,498,1,318,101,103,103,4.6,4.9,0.520,0
76.633333,499,1,317,101,103,103,5.4,5.5,0.550,0
76.666667,500,1,317,102,102,102,5.4,5.7,0.502,0
76.700000,501,1,318,102,102,102,5.6,5.8,0.532,0
76.733333,502,1,319,103,100,100,5.9,5.8,0.471,0
76.766667,503,1,319,101,101,101,6.2,5.3,0.496,0
76.800000,504,1,316,100,105,105,6.9,4.7,0.437,0
76.833333,505,1,316,100,105,105,6.9,4.8,0.439,0
76.866667,506,1,313,99,107,107,7.2,5.2,0.436,0
76.900000,507,1,312,99,106,106,7.6,4.5,0.463,0
76.933333,508,1,313,99,107,107,8.2,3.8,0.454,0
76.966667,509,1,313,100,106,106,8.4,3.4,0.426,0
77.000000,510,1,314,100,105,105,9.1,3.3,0.385,0
77.033333,511,1,314,100,105,105,9.3,3.6,0.386,0
77.066667,512,1,313,100,106,106,9.0,3.4,0.456,0
77.100000,513,1,313,99,106,106,9.1,3.8,0.465,0
77.133333,514,1,311,100,106,106,9.0,3.4,0.450,0
77.166667,515,1,310,99,107,107,8.9,3.4,0.386,0
77.200000,516,1,312,101,106,106,8.7,3.2,0.410,0
77.233333,517,1,313,101,105,105,8.0,3.9,0.392,0
77.266667,518,1,314,101,104,104,8.0,3.3,0.442,0
77.300000,519,1,315,101,105,105,8.2,3.9,0.440,0
77.333333,520,1,315,102,105,105,8.5,4.0,0.379,0
77.366667,521,1,315,101,105,105,8.3,4.0,0.400,0
77.400000,522,1,315,101,105,105,8.3,3.9,0.408,0
77.433333,523,1,315,101,105,105,8.3,4.0,0.396,0
77.466667,524,1,315,101,105,105,8.4,4.1,0.397,0
77.500000,525,1,314,101,106,106,8.6,4.2,0.397,0
77.533333,526,1,313,100,108,108,8.5,4.7,0.376,0
77.566667,527,1,312,99,109,109,7.8,4.2,0.356,0
77.600000,528,1,311,99,110,110,7.6,4.5,0.418,0
77.633333,529,1,311,99,110,110,7.2,4.6,0.431,0
77.666667,530,1,311,99,110,110,6.8,5.2,0.405,0
77.700000,531,1,312,100,108,108,5.7,5.1,0.451,0
77.733333,532,1,313,101,107,107,5.0,5.4,0.680,0
77.766667,533,1,312,99,106,106,4.0,5.5,0.782,0
77.800000,534,1,311,99,105,105,2.7,4.1,0.818,0
77.833333,535,1,310,100,104,104,1.7,3.9,0.854,0
77.866667,536,1,310,99,104,104,1.0,3.5,0.876,0
77.900000,537,1,308,95,108,108,0.4,3.6,0.885,0
77.933333,538,1,308,95,108,108,-0.3,3.2,0.898,0
77.966667,539,1,306,93,112,112,-0.6,2.7,0.881,0
78.000000,540,1,306,92,111,111,-0.8,1.7,0.874,0
78.033333,541,1,307,92,111,111,-0.8,0.6,0.854,0
78.066667,542,1,306,92,110,110,-1.2,0.4,0.828,0
78.100000,543,1,306,92,110,110,-1.4,-0.4,0.767,0
78.133333,544,1,302,90,112,112,-1.5,-1.5,0.700,0
78.166667,545,1,304,90,109,109,-1.5,-2.0,0.437,0
78.200000,546,1,306,92,106,106,-1.6,-2.1,0.175,1
78.233333,547,1,308,92,104,104,-1.5,-1.9,0.147,1
78.266667,548,1,308,92,104,104,-1.3,-2.6,0.131,1
78.300000,549,1,305,92,107,107,-1.1,-2.9,0.343,0
78.333333,550,1,305,93,107,107,-1.0,-2.6,0.381,0
78.366667,551,1,304,93,108,108,-1.0,-2.5,0.355,0
78.400000,552,1,303,94,107,107,-1.1,-2.3,0.307,0
78.433333,553,1,302,94,108,108,-1.4,-2.0,0.297,1
78.466667,554,1,302,94,106,106,-1.4,-1.6,0.354,0
78.500000,555,1,300,92,108,108,-1.7,-1.3,0.347,0
78.533333,556,1,301,93,106,106,-1.9,-0.8,0.340,0
78.566667,557,1,302,93,104,104,-1.7,-0.6,0.335,0
78.600000,558,1,302,93,103,103,-1.3,-0.5,0.361,0
78.633333,559,1,300,92,105,105,-1.2,-0.4,0.336,0
78.666667,560,1,300,93,104,104,-0.7,-0.3,0.286,1
78.700000,561,1,301,93,103,103,-0.5,-0.2,0.306,0
78.733333,562,1,302,93,101,101,0.1,-1.0,0.289,1
78.766667,563,1,300,93,103,103,0.5,-0.6,0.201,1
78.800000,564,1,301,93,104,104,1.1,-0.2,0.229,1
78.833333,565,1,300,92,107,107,1.7,0.2,0.260,1
78.866667,566,1,299,91,112,112,2.4,0.8,0.234,1
78.900000,567,1,300,92,110,110,3.3,1.6,0.260,1
78.933333,568,1,301,93,108,108,4.0,2.3,0.281,1
78.966667,569,1,301,94,109,109,5.1,3.6,0.274,1
79.000000,570,1,303,95,108,108,6.4,4.1,0.160,1
79.033333,571,1,303,98,107,107,6.9,3.9,0.149,1
79.066667,572,1,304,101,106,106,7.0,4.0,0.172,1
79.100000,573,1,303,100,110,110,7.6,4.3,0.171,1
79.133333,574,1,303,100,110,110,7.8,3.7,0.175,1
79.166667,575,1,304,101,110,110,8.2,4.8,0.174,1
79.200000,576,1,303,101,110,110,7.9,5.7,0.210,1
79.233333,577,1,304,100,110,110,7.4,5.9,0.166,1
79.266667,578,1,304,101,108,108,7.6,6.6,0.224,1
79.300000,579,1,304,102,109,109,7.5,6.9,0.221,1
79.333333,580,1,305,105,105,105,6.7,7.6,0.229,1
79.366667,581,1,307,107,104,104,7.5,7.2,0.230,1
79.400000,582,1,308,109,102,102,7.4,6.5,0.189,1
79.433333,583,1,309,108,102,102,7.5,6.9,0.311,0
79.466667,584,1,309,106,103,103,7.8,6.8,0.291,1
79.500000,585,1,310,106,101,101,8.0,6.9,0.265,1
79.533333,586,1,310,107,100,100,8.0,6.7,0.311,0
79.566667,587,1,311,108,99,99,8.1,7.0,0.239,1
79.600000,588,1,312,108,98,98,8.6,7.0,0.266,1
79.633333,589,1,313,108,98,98,8.8,7.0,0.300,1
79.666667,590,1,313,107,98,98,8.7,7.1,0.231,1
79.700000,591,1,314,107,98,98,8.9,5.9,0.222,1
79.733333,592,1,313,107,99,99,8.7,5.5,0.219,1
79.766667,593,1,312,107,99,99,8.8,5.3,0.210,1
79.800000,594,1,312,105,100,100,8.9,4.9,0.216,1
79.833333,595,1,312,102,103,103,9.1,4.6,0.211,1
79.866667,596,1,312,102,104,104,9.2,4.9,0.179,1
79.900000,597,1,312,102,104,104,8.8,4.4,0.234,1
79.933333,598,1,312,102,103,103,8.9,4.8,0.214,1
79.966667,599,1,312,102,104,104,9.3,4.4,0.349,0
80.000000,600,1,312,103,104,104,8.8,4.3,0.393,0
80.033333,601,1,311,103,105,105,8.8,4.3,0.313,0
80.066667,602,1,309,100,108,108,8.7,4.2,0.396,0
80.100000,603,1,308,101,110,110,8.5,3.6,0.428,0
80.133333,604,1,308,101,110,110,8.5,3.3,0.333,0
80.166667,605,1,307,103,109,109,8.1,3.4,0.289,1
80.200000,606,1,307,102,110,110,8.1,4.0,0.414,0
80.233333,607,1,307,101,110,110,7.8,4.0,0.416,0
80.266667,608,1,306,99,111,111,7.8,4.5,0.426,0
80.300000,609,1,306,99,111,111,7.8,4.0,0.428,0
80.333333,610,1,306,98,111,111,7.7,4.1,0.406,0
80.366667,611,1,306,99,110,110,7.7,4.1,0.429,0
80.400000,612,1,305,98,111,111,7.5,4.2,0.415,0
80.433333,613,1,305,99,112,112,7.4,3.9,0.423,0
80.466667,614,1,304,99,111,111,6.7,4.6,0.457,0
80.500000,615,1,303,99,110,110,6.1,3.9,0.565,0
80.533333,616,1,302,98,110,110,5.3,4.1,0.584,0
80.566667,617,1,302,98,110,110,4.7,3.9,0.585,0
80.600000,618,1,302,98,111,111,4.0,4.9,0.556,0
80.633333,619,1,303,96,110,110,3.5,3.4,0.444,0
80.666667,620,1,300,95,111,111,2.8,3.6,0.597,0
80.700000,621,1,301,95,109,109,1.6,3.4,0.817,0
80.733333,622,1,300,96,107,107,0.3,2.8,0.862,0
80.766667,623,1,298,95,109,109,-0.7,3.1,0.882,0
80.800000,624,1,296,95,111,111,-1.8,2.4,0.875,0
80.833333,625,1,297,94,109,109,-2.5,2.0,0.865,0
80.866667,626,1,296,94,111,111,-3.4,2.1,0.846,0
80.900000,627,1,296,94,107,107,-4.2,0.5,0.762,0
80.933333,628,1,298,95,106,106,-4.8,0.6,0.624,0
80.966667,629,1,294,92,110,110,-5.3,0.4,0.347,0
81.000000,630,1,291,91,113,113,-6.1,-0.1,0.332,0
81.033333,631,1,292,92,112,112,-6.2,0.6,0.373,0
81.066667,632,1,291,91,114,114,-6.6,0.8,0.393,0
81.100000,633,1,292,92,113,113,-6.6,1.2,0.371,0
81.133333,634,1,292,92,113,113,-6.6,1.2,0.364,0
81.166667,635,1,291,91,114,114,-6.5,1.3,0.364,0
81.200000,636,1,293,92,111,111,-6.1,1.5,0.364,0
81.233333,637,1,292,93,110,110,-6.3,1.5,0.349,0
81.266667,638,1,293,93,112,112,-6.3,1.9,0.326,0
81.300000,639,1,295,97,110,110,-6.4,2.3,0.307,0
81.333333,640,1,294,96,111,111,-6.6,2.3,0.294,1
81.366667,641,1,294,96,111,111,-6.5,2.3,0.286,1
81.400000,642,1,294,96,111,111,-6.4,2.6,0.318,0
81.433333,643,1,294,96,110,110,-6.1,2.6,0.305,0
81.466667,644,1,294,96,110,110,-5.7,2.6,0.282,1
81.500000,645,1,294,96,110,110,-5.8,2.3,0.269,1
81.533333,646,1,294,96,110,110,-5.9,2.6,0.282,1
81.566667,647,1,294,96,110,110,-5.9,2.6,0.294,1
81.600000,648,1,294,96,109,109,-6.0,2.3,0.287,1
81.633333,649,1,294,96,110,110,-5.8,2.9,0.273,1
81.666667,650,1,294,96,110,110,-6.0,2.9,0.256,1
81.700000,651,1,294,96,111,111,-6.0,2.9,0.217,1
81.733333,652,1,294,95,111,111,-6.3,2.3,0.270,1
81.766667,653,1,293,95,112,112,-6.6,2.6,0.257,1
81.800000,654,1,293,94,112,112,-6.5,2.4,0.279,1
81.833333,655,1,293,94,112,112,-6.3,2.6,0.284,1
81.866667,656,1,292,93,113,113,-6.4,2.3,0.277,1
81.900000,657,1,293,94,113,113,-6.5,2.5,0.282,1
81.933333,658,1,294,95,111,111,-6.4,2.5,0.328,0
81.966667,659,1,293,94,111,111,-6.4,2.6,0.307,0
82.000000,660,1,292,93,113,113,-6.1,3.0,0.321,0
82.033333,661,1,292,93,112,112,-5.8,2.9,0.327,0
82.066667,662,1,293,94,110,110,-5.5,2.8,0.305,0
82.100000,663,1,294,95,109,109,-5.6,3.2,0.306,0
82.133333,664,1,293,96,110,110,-5.6,3.5,0.312,0
82.166667,665,1,294,96,110,110,-5.4,3.6,0.286,1
82.200000,666,1,293,96,110,110,-5.5,3.6,0.313,0
82.233333,667,1,294,96,109,109,-5.3,3.9,0.268,1
82.266667,668,1,294,95,109,109,-5.1,3.5,0.279,1
82.300000,669,1,294,95,110,110,-5.1,3.7,0.309,0
82.333333,670,1,295,97,108,108,-5.2,3.4,0.290,1
82.366667,671,1,296,98,109,109,-4.8,3.6,0.307,0
82.400000,672,1,296,98,110,110,-4.4,3.9,0.258,1
82.433333,673,1,297,100,107,107,-4.4,4.0,0.274,1
82.466667,674,1,294,100,109,109,-4.4,4.4,0.227,1
82.500000,675,1,296,100,109,109,-4.1,4.3,0.230,1
82.533333,676,1,297,99,108,108,-3.6,4.6,0.185,1
82.566667,677,1,298,99,108,108,-3.3,4.7,0.200,1
82.600000,678,1,298,99,108,108,-3.0,4.6,0.173,1
82.633333,679,1,297,98,109,109,-3.1,4.5,0.169,1
82.666667,680,1,297,97,109,109,-3.2,4.3,0.193,1
82.700000,681,1,296,97,110,110,-3.1,4.3,0.188,1
82.733333,682,1,297,97,110,110,-2.7,4.1,0.204,1
82.766667,683,1,295,94,114,114,-2.8,4.1,0.196,1
82.800000,684,1,295,94,114,114,-2.8,4.2,0.175,1
82.833333,685,1,295,95,113,113,-2.7,4.4,0.191,1
82.866667,686,1,294,94,115,115,-2.9,3.6,0.173,1
82.900000,687,1,294,94,115,115,-2.7,3.7,0.196,1
82.933333,688,1,294,94,116,116,-2.2,4.0,0.180,1
82.966667,689,1,294,93,117,117,-2.4,4.1,0.193,1
83.000000,690,1,293,94,118,118,-2.0,4.4,0.180,1
83.033333,691,1,294,95,117,117,-1.6,4.9,0.197,1
83.066667,692,1,293,93,120,120,-1.8,5.2,0.170,1
83.100000,693,1,293,93,119,119,-2.1,5.3,0.181,1
83.133333,694,1,294,96,115,115,-2.2,5.1,0.169,1
83.166667,695,1,295,96,114,114,-2.0,5.5,0.182,1
83.200000,696,1,291,95,117,117,-1.8,5.9,0.180,1
83.233333,697,1,292,98,116,116,-1.4,6.1,0.162,1
83.266667,698,1,291,99,116,116,-1.1,6.0,0.131,1
83.300000,699,1,292,99,115,115,-1.0,7.1,0.220,1
83.333333,700,1,293,99,114,114,-1.4,7.0,0.241,1
83.366667,701,1,293,100,114,114,-1.6,6.7,0.182,1
83.400000,702,1,293,100,114,114,-2.0,6.4,0.213,1
83.433333,703,1,293,99,113,113,-2.3,5.8,0.218,1
83.466667,704,1,292,98,115,115,-2.4,6.4,0.225,1
83.500000,705,1,292,97,115,115,-2.5,5.9,0.195,1
83.533333,706,1,292,97,116,116,-2.2,5.7,0.208,1
83.566667,707,1,292,98,115,115,-2.2,6.2,0.168,1
83.600000,708,1,293,98,115,115,-1.9,6.6,0.202,1
83.633333,709,1,293,98,115,115,-2.0,6.6,0.217,1
83.666667,710,1,292,98,116,116,-1.9,5.9,0.172,1
83.700000,711,1,291,98,117,117,-2.1,5.9,0.149,1
83.733333,712,1,290,98,118,118,-2.3,6.1,0.200,1
83.766667,713,1,290,97,118,118,-2.5,5.7,0.182,1
83.800000,714,1,291,98,117,117,-2.4,6.2,0.210,1
83.833333,715,1,291,99,116,116,-2.2,6.8,0.240,1
83.866667,716,1,292,100,115,115,-2.0,6.6,0.194,1
83.900000,717,1,292,100,115,115,-1.8,6.8,0.177,1
83.933333,718,1,291,99,116,116,-1.8,6.3,0.235,1
83.966667,719,1,291,99,117,117,-1.9,6.2,0.226,1
84.000000,720,1,292,99,117,117,-1.6,6.8,0.172,1
84.033333,721,1,291,98,118,118,-1.7,6.6,0.218,1
84.066667,722,1,291,97,120,120,-1.6,6.6,0.241,1
84.100000,723,1,292,96,121,121,-1.3,6.3,0.195,1
84.133333,724,1,291,95,122,122,-1.2,6.4,0.320,0
84.166667,725,1,291,95,123,123,-1.0,6.0,0.542,0
84.200000,726,1,292,95,124,124,-0.8,5.9,0.600,0
84.233333,727,1,291,95,124,124,-0.9,5.4,0.568,0
84.266667,728,1,292,95,123,123,-0.7,5.6,0.603,0
84.300000,729,1,292,95,123,123,-0.7,5.6,0.643,0
84.333333,730,1,293,97,121,121,-0.4,5.8,0.628,0
84.366667,731,1,294,97,120,120,-0.5,5.6,0.691,0
84.400000,732,1,295,97,120,120,-0.3,5.8,0.720,0
84.433333,733,1,296,97,119,119,-0.2,5.7,0.707,0
84.466667,734,1,295,98,119,119,-0.3,5.8,0.738,0
84.500000,735,1,297,98,117,117,0.2,5.9,0.731,0
84.533333,736,1,299,99,114,114,0.6,5.3,0.724,0
84.566667,737,1,300,99,113,113,1.2,4.6,0.706,0
84.600000,738,1,299,98,115,115,1.9,4.5,0.683,0
84.633333,739,1,299,97,117,117,2.8,4.7,0.690,0
84.666667,740,1,298,97,117,117,3.4,4.6,0.686,0
84.700000,741,1,297,96,117,117,3.8,4.0,0.635,0
84.733333,742,1,299,96,115,115,4.3,4.4,0.570,0
84.766667,743,1,299,95,114,114,4.5,4.2,0.611,0
84.800000,744,1,299,95,113,113,4.0,4.1,0.574,0
84.833333,745,1,299,95,113,113,4.5,4.0,0.572,0
84.866667,746,1,297,93,116,116,4.3,3.7,0.549,0
84.900000,747,1,298,94,116,116,5.0,4.2,0.562,0
84.933333,748,1,298,95,114,114,5.0,4.4,0.521,0
84.966667,749,1,298,96,112,112,4.9,4.6,0.532,0
85.000000,750,1,294,93,119,119,4.5,4.2,0.506,0
85.033333,751,1,294,95,118,118,4.1,4.6,0.495,0
85.066667,752,1,293,96,119,119,3.8,4.4,0.500,0
85.100000,753,1,293,96,120,120,3.5,4.3,0.441,0
85.133333,754,1,293,96,119,119,3.4,4.7,0.500,0
85.166667,755,1,293,96,119,119,3.4,5.4,0.431,0
85.200000,756,1,294,96,119,119,3.6,5.5,0.470,0
85.233333,757,1,294,96,119,119,3.6,5.5,0.473,0
85.266667,758,1,293,94,122,122,4.3,5.4,0.462,0
85.300000,759,1,292,94,123,123,4.4,5.4,0.466,0
85.333333,760,1,295,95,119,119,4.3,4.7,0.516,0
85.366667,761,1,295,93,118,118,4.0,4.0,0.424,0
85.400000,762,1,298,94,114,114,3.8,3.8,0.488,0
85.433333,763,1,300,94,113,113,3.8,3.6,0.567,0
85.466667,764,1,300,94,112,112,3.3,2.5,0.554,0
85.500000,765,1,301,94,111,111,3.0,1.6,0.602,0
85.533333,766,1,301,93,112,112,3.0,1.4,0.550,0
85.566667,767,1,303,93,112,112,3.0,0.7,0.553,0
85.600000,768,1,303,93,113,113,3.3,1.0,0.570,0
85.633333,769,1,304,93,112,112,3.3,0.6,0.610,0
85.666667,770,1,304,93,113,113,3.0,0.8,0.601,0
85.700000,771,1,304,93,114,114,2.8,0.7,0.614,0
85.733333,772,1,305,94,114,114,2.5,1.2,0.651,0
85.766667,773,1,305,94,114,114,2.1,1.4,0.574,0
85.800000,774,1,306,96,113,113,2.0,2.0,0.598,0
85.833333,775,1,307,96,112,112,2.1,2.1,0.613,0
85.866667,776,1,306,96,113,113,1.4,2.3,0.485,0
85.900000,777,1,306,96,114,114,1.7,2.9,0.502,0
85.933333,778,1,305,96,115,115,1.2,2.9,0.551,0
85.966667,779,1,304,95,117,117,1.6,3.3,0.486,0
86.000000,780,1,304,95,118,118,1.1,3.5,0.486,0
86.033333,781,1,304,95,117,117,1.0,3.8,0.453,0
86.066667,782,1,305,96,117,117,0.9,4.1,0.491,0
86.100000,783,1,304,95,118,118,0.8,4.1,0.456,0
86.133333,784,1,304,96,117,117,0.3,4.2,0.442,0
86.166667,785,1,305,97,116,116,-0.3,4.1,0.510,0
86.200000,786,1,304,97,117,117,-0.9,4.4,0.402,0
86.233333,787,1,303,97,117,117,-1.4,4.2,0.306,0
86.266667,788,1,303,97,117,117,-1.4,5.1,0.276,1
86.300000,789,1,302,97,117,117,-1.9,5.4,0.269,1
86.333333,790,1,302,97,117,117,-2.3,5.2,0.224,1
86.366667,791,1,302,95,116,116,-2.8,4.5,0.270,1
86.400000,792,1,303,95,114,114,-2.7,3.9,0.368,0
86.433333,793,1,303,95,114,114,-2.6,3.9,0.351,0
86.466667,794,1,304,95,112,112,-3.1,4.0,0.784,0
86.500000,795,1,304,95,112,112,-3.1,3.8,0.825,0
86.533333,796,1,304,95,113,113,-2.8,3.6,0.830,0
86.566667,797,1,304,94,115,115,-2.8,3.4,0.792,0
86.600000,798,1,302,93,117,117,-3.4,3.4,0.633,0
86.633333,799,1,302,94,117,117,-3.5,3.1,0.312,0
86.666667,800,1,302,93,117,117,-3.6,2.5,0.254,1
86.700000,801,1,303,93,116,116,-3.7,3.1,0.271,1
86.733333,802,1,303,93,117,117,-3.8,3.4,0.240,1
86.766667,803,1,303,93,118,118,-3.4,3.4,0.249,1
86.800000,804,1,302,92,118,118,-3.5,3.3,0.245,1
86.833333,805,1,302,92,118,118,-3.1,3.4,0.233,1
86.866667,806,1,302,93,118,118,-3.1,3.7,0.248,1
86.900000,807,1,303,93,117,117,-3.1,3.5,0.235,1
86.933333,808,1,303,94,117,117,-2.9,3.8,0.244,1
86.966667,809,1,304,95,115,115,-3.0,4.1,0.239,1
87.000000,810,1,305,96,113,113,-3.0,4.2,0.193,1
87.033333,811,1,304,96,114,114,-3.0,4.3,0.187,1
87.066667,812,1,305,96,113,113,-2.8,3.7,0.259,1
87.100000,813,1,304,95,115,115,-2.6,4.0,0.189,1
87.133333,814,1,303,94,116,116,-2.3,3.0,0.179,1
87.166667,815,1,304,95,115,115,-2.3,3.2,0.182,1
87.200000,816,1,304,95,115,115,-2.4,3.1,0.196,1
87.233333,817,1,305,95,115,115,-2.5,3.4,0.178,1
87.266667,818,1,306,95,114,114,-2.8,3.1,0.169,1
87.300000,819,1,306,94,114,114,-2.8,3.6,0.161,1
87.333333,820,1,306,94,115,115,-3.1,3.3,0.172,1
87.366667,821,1,305,94,115,115,-3.3,3.7,0.178,1
87.400000,822,1,306,94,116,116,-3.2,3.4,0.185,1
87.433333,823,1,307,95,114,114,-3.5,3.8,0.178,1
87.466667,824,1,308,95,113,113,-4.1,3.5,0.206,1
87.500000,825,1,308,94,113,113,-4.6,3.1,0.259,1
87.533333,826,1,309,94,114,114,-5.7,3.2,0.354,0
87.566667,827,1,309,93,114,114,-7.0,2.9,0.306,0
87.600000,828,1,308,96,112,112,-9.4,3.4,0.423,0
87.633333,829,1,308,96,113,113,-9.4,3.4,0.445,0
87.666667,830,1,309,100,110,110,-10.5,3.0,0.490,0
87.700000,831,1,308,100,110,110,-10.9,3.8,0.532,0
87.733333,832,1,310,102,108,108,-11.5,4.4,0.591,0
87.766667,833,1,308,102,108,108,-12.6,5.2,0.692,0
87.800000,834,1,310,106,107,107,-12.7,6.2,0.721,0
87.833333,835,1,308,104,109,109,-13.1,6.0,0.649,0
87.866667,836,1,306,104,111,111,-13.7,6.8,0.737,0
87.900000,837,1,305,103,113,113,-13.8,7.0,0.762,0
87.933333,838,1,305,103,113,113,-13.5,6.8,0.733,0
87.966667,839,1,307,104,111,111,-13.2,6.9,0.741,0
88.000000,840,1,311,106,106,106,-12.5,5.9,0.683,0
88.033333,841,1,311,106,106,106,-12.5,5.8,0.679,0
88.066667,842,1,311,105,106,106,-12.4,5.6,0.714,0
88.100000,843,1,312,105,105,105,-12.2,5.7,0.672,0
88.133333,844,1,311,105,105,105,-11.9,5.9,0.678,0
88.166667,845,1,311,105,106,106,-11.9,5.7,0.699,0
88.200000,846,1,310,103,108,108,-11.7,4.7,0.658,0
88.233333,847,1,310,103,107,107,-11.6,4.8,0.661,0
88.266667,848,1,310,103,107,107,-11.4,4.9,0.658,0
88.300000,849,1,310,104,107,107,-11.6,5.2,0.649,0
88.333333,850,1,310,103,107,107,-11.6,5.3,0.647,0
88.366667,851,1,310,103,108,108,-11.5,6.1,0.616,0
88.400000,852,1,306,104,110,110,-11.4,7.3,0.690,0
88.433333,853,1,306,104,110,110,-11.4,7.4,0.688,0
88.466667,854,1,305,103,111,111,-11.3,7.2,0.631,0
88.500000,855,1,305,102,112,112,-11.0,7.3,0.574,0
88.533333,856,1,306,102,112,112,-11.1,6.5,0.573,0
88.566667,857,1,307,102,111,111,-11.1,6.1,0.608,0
88.600000,858,1,307,103,109,109,-11.2,6.0,0.604,0
88.633333,859,1,308,103,108,108,-11.4,5.6,0.642,0
88.666667,860,1,307,102,110,110,-11.4,6.0,0.619,0
88.700000,861,1,306,101,113,113,-11.3,6.1,0.597,0
88.733333,862,1,305,102,113,113,-11.2,6.7,0.564,0
88.766667,863,1,305,103,112,112,-11.1,6.8,0.545,0
88.800000,864,1,306,102,112,112,-11.4,6.9,0.627,0
88.833333,865,1,309,103,109,109,-11.2,6.0,0.570,0
88.866667,866,1,309,103,107,107,-11.3,5.5,0.608,0
88.900000,867,1,306,102,109,109,-11.4,5.2,0.598,0
88.933333,868,1,306,100,111,111,-11.2,4.2,0.591,0
88.966667,869,1,305,99,112,112,-11.2,3.8,0.589,0
89.000000,870,1,306,100,113,113,-10.8,4.2,0.564,0
89.033333,871,1,306,100,112,112,-10.8,4.1,0.598,0
